,STATION,DATE,LATITUDE,LONGITUDE,ELEVATION,NAME,DP01,DP01_ATTRIBUTES,DP10,DP10_ATTRIBUTES,DP1X,DP1X_ATTRIBUTES,DSND,DSND_ATTRIBUTES,DSNW,DSNW_ATTRIBUTES,DYSD,DYSD_ATTRIBUTES,DYSN,DYSN_ATTRIBUTES,DYXP,DYXP_ATTRIBUTES,EMSD,EMSD_ATTRIBUTES,EMSN,EMSN_ATTRIBUTES,EMXP,EMXP_ATTRIBUTES,PRCP,PRCP_ATTRIBUTES,SNOW,SNOW_ATTRIBUTES,CDSD,CDSD_ATTRIBUTES,CLDD,CLDD_ATTRIBUTES,DT00,DT00_ATTRIBUTES,DT32,DT32_ATTRIBUTES,DX32,DX32_ATTRIBUTES,DX70,DX70_ATTRIBUTES,DX90,DX90_ATTRIBUTES,DYNT,DYNT_ATTRIBUTES,DYXT,DYXT_ATTRIBUTES,EMNT,EMNT_ATTRIBUTES,EMXT,EMXT_ATTRIBUTES,HDSD,HDSD_ATTRIBUTES,HTDD,HTDD_ATTRIBUTES,TAVG,TAVG_ATTRIBUTES,TMAX,TMAX_ATTRIBUTES,TMIN,TMIN_ATTRIBUTES
4807,US1NCBC0094,2015-05,35.603096,-82.445701,681.2,"SWANNANOA 3.0 W, NC US",8.0,",N",3.0,",N",0.0,",N",,,,,,,,,20150526.0,",,N",,,,,14.0,",,N,26,",31.8,",,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4808,US1NCBC0095,2015-04,35.697933,-82.568916,661.7,"WEAVERVILLE 0.6 W, NC US",13.0,"4,N",7.0,"4,N",0.0,"4,N",,,,,,,,,20150420.0,",4,N",,,,,24.9,"4,,N,20,",91.6,"4,,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4809,US1NCBC0096,2015-10,35.523788,-82.714164,700.1,"CANDLER 1.5 SW, NC US",8.0,",N",8.0,",N",3.0,",N",,,,,,,,,20151003.0,",,N",,,,,131.8,",,N,03,",235.9,",,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4810,US1NCBC0099,2015-06,35.556599,-82.479347,675.4,"ASHEVILLE 4.1 ESE, NC US",6.0,"3,N",6.0,"3,N",1.0,"3,N",,,,,,,,,20150609.0,",3,N",,,,,39.4,"3,,N,09,",107.1,"3,,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4811,US1NCBC0102,2015-05,35.589551,-82.310754,929.6,"BLACK MOUNTAIN 2.0 SSE, NC US",6.0,"5,N",4.0,"5,N",0.0,"5,N",,,,,,,,,20150526.0,",5,N",,,,,15.0,"5,,N,26,",37.5,"5,,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4812,US1NCBC0105,2015-05,35.631942,-82.322097,791.0,"BLACK MOUNTAIN 1.3 NNE, NC US",8.0,",N",5.0,",N",0.0,",N",,,,,,,,,20150526.0,",,N",,,,,14.0,",,N,26,",45.0,",,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4813,US1NCBC0110,2015-08,35.58895,-82.542764,712.6,"ASHEVILLE 1.1 NNE, NC US",12.0,"4,N",7.0,"4,N",1.0,"4,N",,,,,,,,,20150823.0,",4,N",,,,,37.8,"4,,N,23,",129.2,",a,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4814,US1NCBC0113,2015-09,35.4654808044434,-82.4876251220703,685.5,"ARDEN 1.6 E, NC US",14.0,"3,N",7.0,"3,N",1.0,"3,N",,,,,,,,,20150926.0,",3,N",,,,,30.7,"3,,N,26,",88.1,"3,,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4815,US1NCBC0114,2015-11,35.527152,-82.406555,711.4,"FAIRVIEW 0.3 NNW, NC US",,,,,,,,,,,,,,,,,,,,,,,179.6,",a,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4816,US1NCBC0121,2016-09,35.606532,-82.564416,647.4,"ASHEVILLE 2.4 NNW, NC US",4.0,"1,N",2.0,"1,N",0.0,"1,N",,,,,,,,,20160927.0,",1,N",,,,,19.6,"1,,N,27,",24.9,"1,,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4817,US1NCBC0122,2016-12,35.670132,-82.485844,838.2,"WEAVERVILLE 4.5 ESE, NC US",10.0,"1,N",7.0,"1,N",0.0,"1,N",,,,,,,,,20161201.0,",1,N",,,,,16.3,"1,,N,01,",65.4,"1,,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4818,US1NCBC0124,2017-04,35.6923,-82.565,650.4,"WEAVERVILLE 0.5 SW, NC US",,,,,,,,,,,,,,,,,,,,,,,137.6,"5,a,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4819,US1NCBC0126,2017-07,35.6069717407227,-82.3907775878906,682.4,"SWANNANOA 0.4 NNE, NC US",18.0,"3,N",15.0,"3,N",3.0,"3,N",,,,,,,,,20170726.0,",3,N",,,,,43.9,"3,,N,26,",232.7,"3,,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4820,US1NCBC0128,2017-03,35.621891,-82.313885,726.6,"BLACK MOUNTAIN 1.1 ENE, NC US",,,,,,,,,,,,,,,,,,,,,,,133.9,",a,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4821,US1NCBC0129,2017-06,35.67764,-82.62631,629.4,"WOODFIN 3.7 NW, NC US",10.0,"1,N",6.0,"1,N",0.0,"1,N",,,,,,,,,20170624.0,",1,N",,,,,8.4,"1,,N,24,",38.6,"1,,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4822,US1NCBC0133,2017-06,35.5794,-82.4621,679.1,"ASHEVILLE 4.9 E, NC US",,,,,,,,,,,,,,,,,,,,,,,69.4,"4,a,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4823,US1NCBC0134,2018-10,35.654916,-82.421087,969.3,"SWANNANOA 4.0 NNW, NC US",14.0,"5,N",8.0,"5,N",1.0,"5,N",,,,,,,,,20181011.0,",5,N",,,,,74.4,"5,,N,11,",158.9,"5,,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4824,US1NCBC0136,2017-11,35.5087,-82.5198,692.2,"ASHEVILLE 4.8 SSE, NC US",,,,,,,,,,,,,,,,,,,,,,,23.6,"5,a,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4825,US1NCBC0137,2018-01,35.608162,-82.547145,652.9,"ASHEVILLE 2.4 N, NC US",8.0,",N",5.0,",N",1.0,",N",2.0,"2,N",0.0,"2,N",20180118.0,"+,2,N",20180117.0,",2,N",20180112.0,",,N",25.0,"2,,N,18,+",20.0,"2,,N,17,",39.9,",,N,12,",68.2,",,,N",28.0,"2,,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4826,US1NCBC0142,2020-05,35.61804,-82.332055,728.5,"BLACK MOUNTAIN 0.3 NNW, NC US",15.0,"3,N",6.0,"3,N",3.0,"3,N",,,,,,,,,20200520.0,",3,N",,,,,43.7,"3,,N,20,",154.3,",a,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4827,US1NCBC0144,2018-06,35.802483,-82.515531,684.0,"MARS HILL 2.6 SE, NC US",16.0,",N",11.0,",N",2.0,",N",,,,,,,,,20180611.0,",,N",,,,,31.0,",,N,11,",170.6,",,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4828,US1NCBC0145,2018-08,35.4567,-82.5596,647.1,"AVERY CREEK 0.9 ESE, NC US",12.0,"4,N",6.0,"4,N",1.0,"4,N",,,,,,,,,20180809.0,",4,N",,,,,29.0,"4,,N,09,",98.2,"4,,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4829,US1NCBC0147,2018-12,35.685819,-82.538099,648.0,"WEAVERVILLE 1.4 SE, NC US",10.0,"5,N",8.0,"5,N",1.0,"5,N",,,,,,,,,20181228.0,",5,N",,,,,41.4,"5,,N,28,",157.0,"3,a,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4830,US1NCBC0148,2018-12,35.617114,-82.368058,702.0,"BLACK MOUNTAIN 2.1 W, NC US",13.0,"2,N",9.0,"2,N",5.0,"2,N",6.0,"1,N",2.0,"1,N",20181209.0,",1,N",20181209.0,",1,N",20181228.0,",2,N",191.0,"1,,N,09,",193.0,"1,,N,09,",62.7,"2,,N,28,",223.5,"2,,,N",264.0,"1,,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4831,US1NCBC0150,2019-01,35.61842,-82.763046,780.3,"LEICESTER 4.5 SW, NC US",13.0,",N",9.0,",N",0.0,",N",0.0,",N",0.0,",N",20190130.0,",,N",20190130.0,",,N",20190124.0,",,N",5.0,",,N,30,",5.0,",,N,30,",16.3,",,N,24,",88.2,",,,N",11.0,",,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4832,US1NCBC0151,2019-03,35.5057,-82.3981,725.7,"FAIRVIEW 1.2 SSE, NC US",13.0,",N",9.0,",N",0.0,",N",,,,,,,,,20190304.0,",,N",,,,,10.9,",,N,04,",69.4,",,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4833,US1NCBC0155,2020-08,35.497,-82.36878,746.8,"FAIRVIEW 2.7 SE, NC US",22.0,"4,N",11.0,"4,N",2.0,"4,N",,,,,,,,,20200821.0,",4,N",,,,,37.6,"4,,N,21,",210.1,"4,,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4834,US1NCBC0156,2022-09,35.671528,-82.591261,659.9,"WOODFIN 2.4 N, NC US",8.0,"3,N",5.0,"3,N",1.0,"3,N",,,,,,,,,20220906.0,",3,N",,,,,30.0,"3,,N,06,",72.5,"3,,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4835,US1NCBC0157,2020-07,35.593095,-82.549822,659.9,"ASHEVILLE 1.3 N, NC US",,,,,,,,,,,,,,,,,,,,,,,74.9,"5,a,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4836,US1NCBC0161,2020-10,35.688195,-82.565183,642.8,"WEAVERVILLE 0.7 SW, NC US",7.0,",N",5.0,",N",2.0,",N",,,,,,,,,20201011.0,",,N",,,,,32.3,",,N,11,",89.5,",,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4837,US1NCBC0163,2020-11,35.5234,-82.6623,659.0,"CANDLER 1.9 ESE, NC US",7.0,",N",4.0,",N",0.0,",N",,,,,,,,,20201130.0,",,N",,,,,19.3,",,N,30,",59.5,",,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4838,US1NCBC0170,2021-04,35.573094,-82.599845,637.9,"ASHEVILLE 2.9 W, NC US",4.0,",N",3.0,",N",1.0,",N",,,0.0,"4,N",,,20210430.0,"+,4,N",20210411.0,",,N",,,0.0,"4,,N,30,+",27.4,",,N,11,",62.2,",,,N",0.0,"4,,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4839,US1NCBC0172,2022-07,35.461944,-82.767778,808.3,"CANDLER 6.6 SW, NC US",15.0,"5,N",12.0,"5,N",1.0,"5,N",,,,,,,,,20220731.0,",5,N",,,,,34.0,"5,,N,31,",171.2,",a,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4840,US1NCBC0173,2024-05,35.584936,-82.587893,639.2,"ASHEVILLE 2.3 WNW, NC US",,,,,,,,,,,,,,,,,,,,,,,139.1,"1,a,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4841,US1NCBC0175,2022-08,35.508892,-82.516941,698.9,"ASHEVILLE 4.8 SSE, NC US",15.0,",N",7.0,",N",3.0,",N",,,,,,,,,20220827.0,",,N",,,,,40.4,",,N,27,",171.1,",,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4842,US1NCBC0176,2022-10,35.716131,-82.593178,616.9,"WEAVERVILLE 2.4 WNW, NC US",6.0,",N",2.0,",N",0.0,",N",,,,,,,,,20221001.0,",,N",,,,,19.1,",,N,01,",32.3,",,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4843,US1NCBC0178,2023-03,35.51415,-82.42604,773.6,"FAIRVIEW 1.4 WSW, NC US",12.0,",N",5.0,",N",0.0,",N",,,,,,,,,20230312.0,",,N",,,,,13.2,",,N,12,",64.6,",,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4844,US1NCBD0001,2009-09,34.565567,-78.811349,39.6,"BLADENBORO 2.0 NNW, NC US",8.0,",N",4.0,",N",1.0,",N",,,,,,,,,20090917.0,",,N",,,,,39.4,",,N,17,",60.3,",,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4845,US1NCBD0002,2009-09,34.6847098,-78.6903913,46.0,"ELIZABETHTOWN 6.2 NW, NC US",9.0,"1,N",5.0,"1,N",1.0,"1,N",,,,,,,,,20090917.0,",1,N",,,,,29.2,"1,,N,17,",71.3,"1,,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4846,US1NCBD0004,2011-04,34.8139,-78.5892,33.5,"GARLAND 11.2 W, NC US",10.0,"1,N",7.0,"1,N",0.0,"1,N",,,,,,,,,20110429.0,",1,N",,,,,20.1,"1,,N,29,",76.6,"1,,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4847,US1NCBD0006,2011-04,34.6454618,-78.6932904,42.1,"ELIZABETHTOWN 4.9 WNW, NC US",10.0,"1,N",7.0,"1,N",0.0,"1,N",0.0,"3,N",0.0,"1,N",20110430.0,"+,3,N",20110430.0,"+,1,N",20110417.0,",1,N",0.0,"3,,N,30,+",0.0,"1,,N,30,+",18.0,"1,,N,17,",60.9,"1,,,N",0.0,"1,,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4848,US1NCBD0009,2011-06,34.628746,-78.6111619,36.3,"ELIZABETHTOWN 0.3 N, NC US",7.0,"5,N",5.0,"5,N",0.0,"5,N",,,,,,,,,20110628.0,",5,N",,,,,23.9,"5,,N,28,",80.0,",a,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4849,US1NCBD0015,2014-04,34.685132,-78.699205,46.3,"ELIZABETHTOWN 6.6 NW, NC US",,,,,,,,,,,,,,,,,,,,,,,136.4,"4,a,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4850,US1NCBD0018,2020-10,34.475401,-78.660664,23.8,"CLARKTON 1.0 SSW, NC US",6.0,",N",5.0,",N",1.0,",N",,,,,,,,,20201011.0,",,N",,,,,30.2,",,N,11,",65.6,",,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4851,US1NCBF0002,2009-10,35.483,-76.949,1.8,"WASHINGTON 7.6 SE, NC US",15.0,"1,N",4.0,"1,N",0.0,"1,N",,,,,,,,,20091014.0,",1,N",,,,,10.7,"1,,N,14,",34.6,"1,,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4852,US1NCBF0003,2010-08,35.48545,-76.94886,1.2,"WASHINGTON 7.5 SE, NC US",18.0,",N",9.0,",N",3.0,",N",,,,,,,,,20100820.0,",,N",,,,,50.8,",,N,20,",205.7,",,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4853,US1NCBF0004,2011-02,35.47763333,-76.89081667,5.2,"WASHINGTON 10.5 ESE, NC US",9.0,"3,N",6.0,"3,N",0.0,"3,N",,,,,,,,,20110205.0,",3,N",,,,,17.0,"3,,N,05,",56.3,"3,,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4854,US1NCBF0005,2011-04,35.48494,-76.9762,0.3,"WASHINGTON 6.5 SE, NC US",9.0,"4,N",6.0,"4,N",0.0,"4,N",,,,,,,,,20110417.0,",4,N",,,,,23.6,"4,,N,17,",77.2,"4,,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4855,US1NCBF0008,2012-04,35.50456667,-77.05475,8.5,"CHOCOWINITY 2.6 ESE, NC US",10.0,",N",5.0,",N",0.0,",N",,,,,,,,,20120401.0,",,N",,,,,15.2,",,N,01,",58.5,",,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4856,US1NCBF0010,2013-08,35.47491667,-76.81353333,4.0,"BATH 0.7 N, NC US",,,,,,,,,,,,,,,,,,,,,,,152.8,"3,a,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4857,US1NCBF0014,2016-08,35.4084198921919,-76.9545963406563,8.2,"BLOUNTS CREEK 4.0 N, NC US",10.0,",N",8.0,",N",2.0,",N",,,,,,,,,20160820.0,",,N",,,,,35.1,",,N,20,",131.7,",,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4858,US1NCBF0016,2014-04,35.4265,-76.7072,1.8,"BATH 6.6 ESE, NC US",9.0,",N",8.0,",N",0.0,",N",,,,,,,,,20140416.0,",,N",,,,,24.4,",,N,16,",97.3,",,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4859,US1NCBF0020,2014-11,35.49076,-76.951221,1.8,"WASHINGTON 7.2 SE, NC US",,,,,,,,,,,,,,,,,,,,,,,85.1,"4,a,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4860,US1NCBF0024,2015-08,35.287192,-76.767446,1.5,"AURORA 1.6 SE, NC US",11.0,"1,N",9.0,"1,N",1.0,"1,N",,,,,,,,,20150826.0,",1,N",,,,,37.8,"1,,N,26,",102.5,"1,,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4861,US1NCBF0029,2017-05,35.5428,-77.0587,1.2,"WASHINGTON 1.0 SSW, NC US",14.0,"5,N",8.0,"5,N",2.0,"5,N",,,,,,,,,20170505.0,",5,N",,,,,51.6,"5,,N,05,",175.4,"5,,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4862,US1NCBF0030,2018-06,35.541092,-76.999338,10.1,"WASHINGTON 3.1 ESE, NC US",,,,,,,,,,,,,,,,,,,,,,,59.7,"1,a,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4863,US1NCBF0031,2019-03,35.5197,-76.8445,5.2,"BATH 4.1 NNW, NC US",12.0,",N",8.0,",N",2.0,",N",,,,,,,,,20190322.0,",,N",,,,,26.7,",,N,22,",111.4,",,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4864,US1NCBF0032,2019-04,35.462,-76.8324,6.1,"BATH 1.0 WSW, NC US",10.0,",N",7.0,",N",1.0,",N",0.0,",N",0.0,",N",20190430.0,"+,,N",20190430.0,"+,,N",20190403.0,",,N",0.0,",,N,30,+",0.0,",,N,30,+",29.5,",,N,03,",99.3,",,,N",0.0,",,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4865,US1NCBF0033,2019-06,35.443745,-76.803669,1.5,"BATH 1.6 SSE, NC US",11.0,",N",6.0,",N",2.0,",N",,,,,,,,,20190608.0,",,N",,,,,43.4,",,N,08,",115.5,",,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4866,US1NCBF0034,2019-08,35.514085,-77.102408,10.4,"CHOCOWINITY 0.2 W, NC US",15.0,"4,N",6.0,"4,N",0.0,"4,N",,,,,,,,,20190808.0,",4,N",,,,,23.4,"4,,N,08,",92.3,"4,,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4867,US1NCBF0037,2021-05,35.585827,-76.665361,1.2,"PANTEGO 0.4 WSW, NC US",9.0,",N",7.0,",N",1.0,",N",,,,,,,,,20210530.0,",,N",,,,,28.4,",,N,30,",68.6,",,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4868,US1NCBK0001,2008-01,35.696225,-81.753168,349.3,"MORGANTON 4.4 SW, NC US",7.0,"3,N",3.0,"3,N",0.0,"3,N",,,1.0,"3,N",,,20080117.0,",3,N",20080117.0,",3,N",,,66.0,"3,,N,17,",10.4,"3,,N,17,",35.6,"1,a,,N",66.0,"3,,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4869,US1NCBK0002,2007-11,35.6886819,-81.7860105,343.8,"GLEN ALPINE 2.8 S, NC US",4.0,"3,N",3.0,"3,N",0.0,"3,N",,,0.0,"3,N",,,20071130.0,"+,3,N",20071127.0,",3,N",,,0.0,"3,,N,30,+",15.7,"3,,N,27,",31.8,",a,,N",0.0,"3,,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4870,US1NCBK0004,2010-04,35.7266,-81.7902,384.7,"GLEN ALPINE 0.7 WSW, NC US",6.0,"2,N",3.0,"2,N",0.0,"2,N",,,,,,,,,20100425.0,",2,N",,,,,20.6,"2,,N,25,",39.0,"2,,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4871,US1NCBK0006,2013-08,35.7394561767578,-81.5690307617188,369.4,"VALDESE 0.8 SW, NC US",,,,,,,,,,,,,,,,,,,,,,,67.7,"4,a,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4872,US1NCBK0009,2014-04,35.71296,-81.71027,359.1,"MORGANTON 2.1 SSW, NC US",10.0,",N",8.0,",N",1.0,",N",,,,,,,,,20140407.0,",,N",,,,,33.3,",,N,07,",114.4,",,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4873,US1NCBK0010,2014-07,35.9590914845467,-81.9004630297422,1287.2,"JONAS RIDGE 1.0 SSW, NC US",18.0,"2,N",11.0,"2,N",2.0,"2,N",,,,,,,,,20140719.0,",2,N",,,,,55.9,"2,,N,19,",206.5,"2,,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4874,US1NCBK0012,2015-05,35.76985,-81.917752,439.2,"NEBO 3.9 N, NC US",8.0,",N",3.0,",N",0.0,",N",,,,,,,,,20150518.0,",,N",,,,,10.9,",,N,18,",30.2,",,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4875,US1NCBK0013,2015-11,35.95204,-81.891753,1107.9,"JONAS RIDGE 1.4 S, NC US",12.0,"1,N",10.0,"1,N",4.0,"1,N",,,,,,,,,20151119.0,",1,N",,,,,90.7,"1,,N,19,",285.0,"1,,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4876,US1NCBK0015,2016-04,35.748444,-81.46185,339.2,"CONNELLY SPRINGS 2.1 E, NC US",8.0,",N",5.0,",N",0.0,",N",,,,,,,,,20160407.0,",,N",,,,,15.7,",,N,07,",44.9,",,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4877,US1NCBK0019,2018-10,35.73228,-81.82479,375.8,"GLEN ALPINE 2.6 W, NC US",8.0,"1,N",6.0,"1,N",2.0,"1,N",,,,,,,,,20181011.0,",1,N",,,,,88.4,"1,,N,11,",185.2,"1,,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4878,US1NCBK0027,2021-07,35.75235,-81.63588,357.2,"DREXEL 1.6 WSW, NC US",12.0,",N",8.0,",N",3.0,",N",,,,,,,,,20210725.0,",,N",,,,,44.2,",,N,25,",154.7,",,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4879,US1NCBK0028,2021-10,35.752259,-81.726522,329.5,"MORGANTON 1.7 WNW, NC US",9.0,",N",6.0,",N",3.0,",N",,,,,,,,,20211008.0,",,N",,,,,72.9,",,N,08,",188.7,",,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4880,US1NCBK0030,2021-12,35.7039,-81.6728,372.8,"MORGANTON 3.0 SSE, NC US",6.0,",N",3.0,",N",0.0,",N",,,,,,,,,20211219.0,",,N",,,,,10.7,",,N,19,",21.6,",,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4881,US1NCBK0031,2022-08,35.7036382,-81.5823647,523.0,"VALDESE 3.3 SSW, NC US",12.0,"4,N",9.0,"4,N",2.0,"4,N",,,,,,,,,20220816.0,",4,N",,,,,43.9,"4,,N,16,",132.0,"4,,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4882,US1NCBK0035,2023-05,35.744666,-81.687637,356.0,"MORGANTON 0.6 ENE, NC US",10.0,"4,N",4.0,"4,N",1.0,"4,N",,,,,,,,,20230528.0,",4,N",,,,,55.9,"4,,N,28,",93.8,"4,,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4883,US1NCBK0036,2023-05,35.729269,-81.410429,346.3,"HILDEBRAN 1.2 NNE, NC US",15.0,",N",6.0,",N",1.0,",N",,,,,,,,,20230529.0,",,N",,,,,28.4,",,N,29,",77.0,",,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4884,US1NCBR0001,2007-09,33.9246539,-78.5696509,13.4,"CALABASH 1.9 NNE, NC US",,,,,,,,,,,,,,,,,,,,,,,13.4,"5,a,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4885,US1NCBR0002,2007-11,34.2024,-78.09481,21.0,"LELAND 5.7 WSW, NC US",2.0,",N",1.0,",N",0.0,",N",,,0.0,",N",,,20071130.0,"+,,N",20071116.0,",,N",,,0.0,",,N,30,+",5.1,",,N,16,",5.6,",,,N",0.0,",,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4886,US1NCBR0004,2008-03,33.913967,-78.2736167,1.5,"HOLDEN BEACH 2.3 E, NC US",6.0,",N",5.0,",N",1.0,",N",,,0.0,",N",,,20080331.0,"+,,N",20080316.0,",,N",,,0.0,",,N,31,+",25.9,",,N,16,",60.0,",,,N",0.0,",,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4887,US1NCBR0005,2008-05,33.91924,-78.413219,6.1,"SHALLOTTE 4.2 SSW, NC US",8.0,",N",4.0,",N",1.0,",N",,,0.0,",N",,,20080531.0,"+,,N",20080512.0,",,N",,,0.0,",,N,31,+",25.4,",,N,12,",59.9,",,,N",0.0,",,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4888,US1NCBR0006,2008-06,33.884053,-78.53773,4.9,"SUNSET BEACH 1.7 WNW, NC US",8.0,"1,N",7.0,"1,N",1.0,"1,N",,,0.0,"1,N",,,20080630.0,"+,1,N",20080624.0,",1,N",,,0.0,"1,,N,30,+",39.4,"1,,N,24,",107.5,"1,,,N",0.0,"1,,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4889,US1NCBR0007,2008-08,33.945148,-78.111556,11.9,"LONG BEACH 2.9 NE, NC US",13.0,"1,N",9.0,"1,N",1.0,"1,N",,,0.0,"1,N",,,20080831.0,"+,1,N",20080814.0,",1,N",,,0.0,"1,,N,31,+",29.2,"1,,N,14,",115.1,"1,,,N",0.0,"1,,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4890,US1NCBR0009,2009-03,33.926907,-78.280418,9.1,"HOLDEN BEACH 2.2 ENE, NC US",10.0,"3,N",9.0,"3,N",1.0,"3,N",,,,,,,,,20090302.0,",3,N",,,,,38.6,"3,,N,02,",117.6,",a,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
