,STATION,DATE,LATITUDE,LONGITUDE,ELEVATION,NAME,CDSD,CDSD_ATTRIBUTES,CLDD,CLDD_ATTRIBUTES,DP01,DP01_ATTRIBUTES,DP10,DP10_ATTRIBUTES,DP1X,DP1X_ATTRIBUTES,DSND,DSND_ATTRIBUTES,DSNW,DSNW_ATTRIBUTES,DT00,DT00_ATTRIBUTES,DT32,DT32_ATTRIBUTES,DX32,DX32_ATTRIBUTES,DX70,DX70_ATTRIBUTES,DX90,DX90_ATTRIBUTES,DYNT,DYNT_ATTRIBUTES,DYSD,DYSD_ATTRIBUTES,DYSN,DYSN_ATTRIBUTES,DYTS,DYTS_ATTRIBUTES,DYXP,DYXP_ATTRIBUTES,DYXT,DYXT_ATTRIBUTES,EMNT,EMNT_ATTRIBUTES,EMSD,EMSD_ATTRIBUTES,EMSN,EMSN_ATTRIBUTES,EMXP,EMXP_ATTRIBUTES,EMXT,EMXT_ATTRIBUTES,HDSD,HDSD_ATTRIBUTES,HTDD,HTDD_ATTRIBUTES,PRCP,PRCP_ATTRIBUTES,SNOW,SNOW_ATTRIBUTES,TAVG,TAVG_ATTRIBUTES,TMAX,TMAX_ATTRIBUTES,TMIN,TMIN_ATTRIBUTES,DYFG,DYFG_ATTRIBUTES,ADPT,ADPT_ATTRIBUTES,ASLP,ASLP_ATTRIBUTES,ASTP,ASTP_ATTRIBUTES,AWBT,AWBT_ATTRIBUTES,AWND,AWND_ATTRIBUTES,EVAP,EVAP_ATTRIBUTES,MNPN,MNPN_ATTRIBUTES,MXPN,MXPN_ATTRIBUTES,PSUN,PSUN_ATTRIBUTES,RHAV,RHAV_ATTRIBUTES,RHMN,RHMN_ATTRIBUTES,RHMX,RHMX_ATTRIBUTES,TSUN,TSUN_ATTRIBUTES,WDF1,WDF1_ATTRIBUTES,WDF2,WDF2_ATTRIBUTES,WDF5,WDF5_ATTRIBUTES,WDFG,WDFG_ATTRIBUTES,WDFM,WDFM_ATTRIBUTES,WDMV,WDMV_ATTRIBUTES,WSF1,WSF1_ATTRIBUTES,WSF2,WSF2_ATTRIBUTES,WSF5,WSF5_ATTRIBUTES,WSFG,WSFG_ATTRIBUTES,WSFM,WSFM_ATTRIBUTES
5381,ASN00027010,1939-09,-10.5667,142.15,104.0,"GOODE ISLAND LIGHTHOUSE, AS",,,,,0.0,",a",0.0,",a",0.0,",a",,,,,,,,,,,,,,,,,,,,,,,19390930.0,"+,,a",,,,,,,,,0.0,",,a,30,+",,,,,,,0.0,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5382,ASN00027011,1928-01,-9.9833,143.2,,"MABUIAG ISLAND, AS",,,,,8.0,",a",8.0,",a",1.0,",a",,,,,,,,,,,,,,,,,,,,,,,19280119.0,",,a",,,,,,,,,54.6,",,a,19,",,,,,,,116.5,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5383,ASN00027012,1893-11,-12.0161,141.9,6.0,"OLD MAPOON, AS",,,,,15.0,",a",10.0,",a",0.0,",a",,,,,,,,,,,,,,,,,,,,,,,18931119.0,",,a",,,,,,,,,20.3,",,a,19,",,,,,,,102.3,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5384,ASN00027013,1887-08,-11.55,142.4667,58.0,"MCDONNELL STATION, AS",,,,,1.0,",a",1.0,",a",0.0,",a",,,,,,,,,,,,,,,,,,,,,,,18870801.0,",,a",,,,,,,,,2.5,",,a,01,",,,,,,,2.5,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5385,ASN00027014,1888-01,-13.1833,142.8,122.0,"MEIN STATION, AS",,,,,23.0,",a",20.0,",a",6.0,",a",,,,,,,,,,,,,,,,,,,,,,,18880107.0,",,a",,,,,,,,,178.1,",,a,07,",,,,,,,568.8,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5386,ASN00027015,1750-03,-12.4536,142.6389,40.0,"MORETON TELEGRAPH STATION, AS",,,,,25.0,"2,a",21.0,"2,a",3.0,"2,a",,,,,,,,,,,,,,,,,,,,,,,17500312.0,",2,a",,,,,,,,,65.0,"2,,a,12,",,,,,,,334.0,"2,,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5387,ASN00027016,1914-01,-9.9167,144.0333,,"MURRAY ISLAND, AS",,,,,11.0,",a",9.0,",a",1.0,",a",,,,,,,,,,,,,,,,,,,,,,,19140121.0,",,a",,,,,,,,,25.9,",,a,21,",,,,,,,116.4,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5388,ASN00027017,1947-02,-10.25,142.4833,,"NAGHIR ISLAND, AS",,,,,19.0,",a",0.0,",a",0.0,",a",,,,,,,,,,,,,,,,,,,,,,,19470225.0,"+,,a",,,,,,,,,1.3,",,a,25,+",,,,,,,14.9,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5389,ASN00027018,1914-01,-9.4,142.7,7.0,"SAIBAI ISLAND, AS",,,,,10.0,"5,a",5.0,"5,a",1.0,"5,a",,,,,,,,,,,,,,,,,,,,,,,19140119.0,",5,a",,,,,,,,,40.1,"5,,a,19,",,,,,,,130.8,",a,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5390,ASN00027019,1911-05,-10.1833,142.3333,,"MOA ISLAND MISSION, AS",,,,,17.0,",a",5.0,",a",0.0,",a",,,,,,,,,,,,,,,,,,,,,,,19110528.0,",,a",,,,,,,,,10.2,",,a,28,",,,,,,,34.7,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5391,ASN00027020,1946-11,-9.5,143.5333,,"STEPHEN ISLAND, AS",,,,,4.0,",a",4.0,",a",1.0,",a",,,,,,,,,,,,,,,,,,,,,,,19461126.0,",,a",,,,,,,,,88.9,",,a,26,",,,,,,,132.0,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5392,ASN00027021,1888-02,-10.5831,142.2203,8.0,"THURSDAY ISLAND TOWNSHIP, AS",,,,,26.0,",a",19.0,",a",3.0,",a",,,,,,,,,,,,,,,,,,,,,,,18880210.0,",,a",,,,,,,,,44.7,",,a,10,",,,,,,,261.3,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5393,ASN00027022,1950-09,-10.5853,142.21,57.6,"THURSDAY ISLAND MO, AS",,,218.5,"4,a",,,,,,,,,,,0.0,"4,a",0.0,"4,a",0.0,"4,a",26.0,"4,a",0.0,"4,a",19500920.0,"+,4,a",,,,,,,,,19500927.0,",4,a",22.0,"4,a,20,+",,,,,,,31.8,"4,a,27,",,,0.0,"4,a",,,,,26.74,"4,a",30.17,"4,,,a",23.3,"4,,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5394,ASN00027024,1948-09,-13.0833,142.95,150.0,"WENLOCK POST OFFICE, AS",,,,,0.0,",a",0.0,",a",0.0,",a",,,,,,,,,,,,,,,,,,,,,,,19480930.0,"+,,a",,,,,,,,,0.0,",,a,30,+",,,,,,,0.0,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5395,ASN00027025,1932-03,-9.9,142.7833,,"YAM ISLAND SCHOOL, AS",,,,,13.0,",a",10.0,",a",2.0,",a",,,,,,,,,,,,,,,,,,,,,,,19320308.0,",,a",,,,,,,,,26.4,",,a,08,",,,,,,,125.3,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5396,ASN00027026,1914-01,-9.75,143.4167,,"YORK ISLAND SCHOOL, AS",,,,,20.0,",a",14.0,",a",3.0,",a",,,,,,,,,,,,,,,,,,,,,,,19140117.0,",,a",,,,,,,,,76.5,",,a,17,",,,,,,,284.3,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5397,ASN00027027,1956-11,-10.5906,142.2878,13.0,"HORN ISLAND AIRPORT, AS",,,,,4.0,",a",2.0,",a",0.0,",a",,,,,,,,,,,,,,,,,,,,,,,19561106.0,",,a",,,,,,,,,11.9,",,a,06,",,,,,,,19.5,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5398,ASN00027028,1954-05,-14.3167,143.3,,"YARRADEN, AS",,,,,0.0,",a",0.0,",a",0.0,",a",,,,,,,,,,,,,,,,,,,,,,,19540531.0,"+,,a",,,,,,,,,0.0,",,a,31,+",,,,,,,0.0,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5399,ASN00027030,2000-05,-11.4011,142.4092,110.0,"ELIOT FALLS, AS",,,,,2.0,",a",1.0,",a",0.0,",a",,,,,,,,,,,,,,,,,,,,,,,20000525.0,",,a",,,,,,,,,12.0,",,a,25,",,,,,,,13.0,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5400,ASN00027031,1960-07,-10.8969,142.3844,58.0,"BAMAGA, AS",,,,,9.0,",a",1.0,",a",0.0,",a",,,,,,,,,,,,,,,,,,,,,,,19600701.0,",,a",,,,,,,,,2.5,",,a,01,",,,,,,,6.2,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5401,ASN00027032,1960-04,-14.4783,142.8264,77.0,"STRATHBURN STATION, AS",,,,,0.0,",a",0.0,",a",0.0,",a",,,,,,,,,,,,,,,,,,,,,,,19600430.0,"+,,a",,,,,,,,,0.0,",,a,30,+",,,,,,,0.0,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5402,ASN00027033,1962-06,-10.95,142.7,4.0,"TURTLE HEAD ISLAND, AS",,,,,17.0,",a",7.0,",a",0.0,",a",,,,,,,,,,,,,,,,,,,,,,,19620629.0,"+,,a",,,,,,,,,9.4,",,a,29,+",,,,,,,58.8,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5403,ASN00027034,1961-06,-12.6608,142.6706,50.0,"BATAVIA DOWNS STATION, AS",,,,,0.0,",a",0.0,",a",0.0,",a",,,,,,,,,,,,,,,,,,,,,,,19610630.0,"+,,a",,,,,,,,,0.0,",,a,30,+",,,,,,,0.0,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5404,ASN00027035,1897-01,-10.75,142.6,,"SOMERSET, AS",,,,,15.0,",a",12.0,",a",4.0,",a",,,,,,,,,,,,,,,,,,,,,,,18970118.0,",,a",,,,,,,,,53.1,",,a,18,",,,,,,,281.8,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5405,ASN00027036,1908-01,-10.5833,142.2167,,"THURSDAY ISLAND RESIDENCY, AS",,,,,26.0,",a",17.0,",a",7.0,",a",,,,,,,,,,,,,,,,,,,,,,,19080113.0,",,a",,,,,,,,,44.5,",,a,13,",,,,,,,360.9,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5406,ASN00027037,1966-08,-10.7167,142.4333,3.0,"PEAK POINT, AS",,,,,13.0,",a",3.0,",a",0.0,",a",,,,,,,,,,,,,,,,,,,,,,,19660825.0,"+,,a",,,,,,,,,3.3,",,a,25,+",,,,,,,21.6,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5407,ASN00027038,1750-03,-16.4231,143.1456,93.0,"HIGHBURY STATION, AS",,,,,21.0,"2,a",16.0,"2,a",2.0,"2,a",,,,,,,,,,,,,,,,,,,,,,,17500322.0,",2,a",,,,,,,,,43.8,"2,,a,22,",,,,,,,232.2,"2,,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5408,ASN00027039,1994-10,-14.8856,142.8019,121.9,"STRATHMAY STATION, AS",,,,,3.0,",a",2.0,",a",0.0,",a",,,,,,,,,,,,,,,,,,,,,,,19941011.0,",,a",,,,,,,,,17.8,",,a,11,",,,,,,,22.2,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5409,ASN00027040,1966-01,-13.7,141.55,5.0,"PERET OUTSTATION, AS",,,,,19.0,",a",16.0,",a",5.0,",a",,,,,,,,,,,,,,,,,,,,,,,19660113.0,",,a",,,,,,,,,109.7,",,a,13,",,,,,,,371.6,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5410,ASN00027041,1967-02,-14.85,143.2667,229.0,"GLEN GARLAND STATION, AS",,,,,18.0,",a",15.0,",a",6.0,",a",,,,,,,,,,,,,,,,,,,,,,,19670208.0,",,a",,,,,,,,,74.9,",,a,08,",,,,,,,396.4,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5411,ASN00027042,1914-01,-12.6267,141.8836,20.0,"WEIPA EASTERN AVE, AS",,,,,25.0,",a",15.0,",a",6.0,",a",,,,,,,,,,,,,,,,,,,,,,,19140101.0,",,a",,,,,,,,,71.6,",,a,01,",,,,,,,346.5,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5412,ASN00027043,1970-01,-13.7458,142.4275,76.0,"MERIPAH, AS",,,,,8.0,",a",8.0,",a",2.0,",a",,,,,,,,,,,,,,,,,,,,,,,19700122.0,",,a",,,,,,,,,33.0,",,a,22,",,,,,,,119.4,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5413,ASN00027044,1750-03,-13.0658,142.4511,80.0,"MERLUNA, AS",,,,,23.0,"2,a",18.0,"2,a",2.0,"2,a",,,,,,,,,,,,,,,,,,,,,,,17500309.0,",2,a",,,,,,,,,72.0,"2,,a,09,",,,,,,,258.4,"2,,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5414,ASN00027045,1750-03,-12.6778,141.9208,18.0,"WEIPA AERO, AS",,,296.8,"2,a",20.0,"2,a",15.0,"2,a",6.0,"2,a",,,,,0.0,"2,a",0.0,"2,a",0.0,"2,a",29.0,"2,a",9.0,"2,a",17500311.0,",2,a",,,,,,,17500322.0,"+,2,a",17500318.0,"+,2,a",24.2,"2,a,11,",,,,,43.6,"2,,a,22,+",33.0,"2,a,18,+",,,0.0,"2,a",326.8,"2,,,a",,,28.57,"2,a",31.63,"2,,,a",25.5,"2,,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5415,ASN00027046,1970-01,-15.1139,143.31,150.0,"DIXIE, AS",,,,,11.0,",a",7.0,",a",2.0,",a",,,,,,,,,,,,,,,,,,,,,,,19700122.0,",,a",,,,,,,,,78.7,",,a,22,",,,,,,,149.6,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5416,ASN00027048,1998-10,-10.9428,142.4508,15.0,"INJINOO AIRPORT, AS",,,323.4,",a",7.0,",a",1.0,",a",0.0,",a",,,,,0.0,",a",0.0,",a",0.0,",a",31.0,",a",29.0,",a",19981024.0,",,a",,,,,,,19981025.0,",,a",19981028.0,",,a",21.5,",a,24,",,,,,3.2,",,a,25,",35.7,",a,28,",,,0.0,",a",9.7,",,,a",,,28.77,",a",33.74,",,,a",23.79,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5417,ASN00027049,1973-11,-13.6578,142.6689,80.0,"ROKEBY NATIONAL PARK, AS",,,,,19.0,",a",17.0,",a",5.0,",a",,,,,,,,,,,,,,,,,,,,,,,19731112.0,",,a",,,,,,,,,88.9,",,a,12,",,,,,,,351.5,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5418,ASN00027050,1974-01,-11.7508,142.5822,113.0,"HEATHLANDS NATIONAL PARK, AS",,,,,25.0,",a",23.0,",a",4.0,",a",,,,,,,,,,,,,,,,,,,,,,,19740104.0,",,a",,,,,,,,,62.0,",,a,04,",,,,,,,334.5,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5419,ASN00027051,1963-01,-15.4167,142.9,,"ORONERS STATION, AS",,,,,15.0,",a",15.0,",a",5.0,",a",,,,,,,,,,,,,,,,,,,,,,,19630123.0,",,a",,,,,,,,,114.8,",,a,23,",,,,,,,448.3,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5420,ASN00027052,1887-02,-10.5333,141.45,,"PROUDFOOT SHOAL, AS",,,,,22.0,",a",19.0,",a",8.0,",a",,,,,,,,,,,,,,,,,,,,,,,18870213.0,",,a",,,,,,,,,114.8,",,a,13,",,,,,,,592.3,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5421,ASN00027054,1750-03,-10.0511,143.0686,3.5,"COCONUT ISLAND, AS",,,284.5,"5,a",21.0,"2,a",12.0,"2,a",5.0,"2,a",,,,,0.0,"4,a",0.0,"4,a",0.0,"3,a",28.0,"3,a",15.0,"3,a",17500312.0,",4,a",,,,,,,17500322.0,",2,a",17500328.0,",3,a",24.4,"4,a,12,",,,,,62.6,"2,,a,22,",35.4,"3,a,28,",,,0.0,"3,a",286.6,"2,,,a",,,29.3,"5,a",32.32,"3,,,a",26.27,"4,,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5422,ASN00027055,1992-09,-14.8772,142.9644,125.0,"STRATH HAVEN STATION, AS",,,,,2.0,",a",1.0,",a",1.0,",a",,,,,,,,,,,,,,,,,,,,,,,19920912.0,",,a",,,,,,,,,34.0,",,a,12,",,,,,,,35.5,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5423,ASN00027056,1992-09,-13.3181,142.8911,150.0,"WOLVERTON, AS",,,,,1.0,",a",0.0,",a",0.0,",a",,,,,,,,,,,,,,,,,,,,,,,19920913.0,",,a",,,,,,,,,1.0,",,a,13,",,,,,,,1.0,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5424,ASN00027057,1993-11,-12.655,142.0333,42.0,"SCHERGER RAAF BASE, AS",,,,,8.0,",a",6.0,",a",1.0,",a",,,,,,,,,,,,,,,,,,,,,,,19931127.0,",,a",,,,,,,,,55.0,",,a,27,",,,,,,,101.2,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5425,ASN00027058,1750-03,-10.5844,142.29,4.0,"HORN ISLAND, AS",,,306.6,"2,a",22.0,"3,a",15.0,"3,a",5.0,"3,a",,,,,0.0,"2,a",0.0,"2,a",0.0,"2,a",29.0,"2,a",13.0,"2,a",17500315.0,",2,a",,,,,,,17500312.0,",3,a",17500328.0,"+,2,a",23.9,"2,a,15,",,,,,55.0,"3,,a,12,",32.9,"2,a,28,+",,,0.0,"2,a",325.0,"3,,,a",,,28.91,"2,a",31.58,"2,,,a",26.23,"2,,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5426,ASN00027060,1996-05,-14.7947,142.4333,45.0,"STRATHGORDON, AS",,,,,3.0,",a",2.0,",a",0.0,",a",,,,,,,,,,,,,,,,,,,,,,,19960509.0,",,a",,,,,,,,,4.0,",,a,09,",,,,,,,7.4,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5427,ASN00027061,1750-03,-14.5181,142.0389,45.0,"SOUTHWELL STATION, AS",,,,,20.0,"2,a",19.0,"2,a",5.0,"2,a",,,,,,,,,,,,,,,,,,,,,,,17500313.0,",2,a",,,,,,,,,58.0,"2,,a,13,",,,,,,,338.0,"2,,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5428,ASN00027062,1996-01,-10.7194,142.4586,11.0,"PUNSAND BAY, AS",,,,,8.0,",a",4.0,",a",3.0,",a",,,,,,,,,,,,,,,,,,,,,,,19960125.0,",,a",,,,,,,,,101.6,",,a,25,",,,,,,,214.2,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5429,ASN00027063,1750-03,-13.4381,142.9417,113.0,"ARCHER RIVER ROADHOUSE, AS",,,,,23.0,"2,a",21.0,"2,a",4.0,"2,a",,,,,,,,,,,,,,,,,,,,,,,17500311.0,",2,a",,,,,,,,,75.3,"2,,a,11,",,,,,,,407.6,"2,,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5430,ASN00027064,1750-03,-13.1325,142.7872,100.0,"PICCANINNY PLAINS STATION, AS",,,,,18.0,"2,a",17.0,"2,a",6.0,"2,a",,,,,,,,,,,,,,,,,,,,,,,17500318.0,",2,a",,,,,,,,,86.2,"2,,a,18,",,,,,,,452.6,"2,,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5431,ASN00027065,1996-01,-12.4753,141.9147,30.0,"ELY CAMP, AS",,,,,21.0,",a",21.0,",a",7.0,",a",,,,,,,,,,,,,,,,,,,,,,,19960116.0,",,a",,,,,,,,,84.8,",,a,16,",,,,,,,525.0,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5432,ASN00027066,1997-01,-12.7075,142.3608,75.0,"SUDLEY STATION, AS",,,,,20.0,",a",17.0,",a",3.0,",a",,,,,,,,,,,,,,,,,,,,,,,19970125.0,",,a",,,,,,,,,91.0,",,a,25,",,,,,,,365.2,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5433,ASN00027067,1997-01,-13.7464,142.1419,30.0,"KENDALL RIVER STATION, AS",,,,,23.0,",a",21.0,",a",9.0,",a",,,,,,,,,,,,,,,,,,,,,,,19970126.0,",,a",,,,,,,,,143.2,",,a,26,",,,,,,,640.3,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5434,ASN00027068,1997-01,-13.7119,141.5547,5.0,"WATHANIIN, AS",,,,,13.0,",a",13.0,",a",3.0,",a",,,,,,,,,,,,,,,,,,,,,,,19970125.0,",,a",,,,,,,,,125.0,",,a,25,",,,,,,,450.0,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5435,ASN00027069,2004-12,-14.9406,142.3431,64.0,"BALURGA STATION, AS",,,,,7.0,"3,a",6.0,"3,a",1.0,"3,a",,,,,,,,,,,,,,,,,,,,,,,20041222.0,",3,a",,,,,,,,,64.0,"3,,a,22,",,,,,,,223.6,",a,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5436,ASN00027071,2006-07,-11.8517,142.0356,24.0,"SKARDON RIVER, AS",,,,,4.0,",a",1.0,",a",0.0,",a",,,,,,,,,,,,,,,,,,,,,,,20060718.0,",,a",,,,,,,,,2.5,",,a,18,",,,,,,,4.5,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5437,ASN00027072,1750-05,-12.0933,142.5589,49.0,"BRAMWELL, AS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,188.0,"5,a,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5438,ASN00027073,1750-03,-13.7606,143.1183,159.3,"COEN AIRPORT, AS",,,305.6,"2,a",21.0,"2,a",17.0,"2,a",7.0,"2,a",,,,,0.0,"2,a",0.0,"2,a",0.0,"2,a",29.0,"2,a",24.0,"2,a",17500311.0,",2,a",,,,,,,17500328.0,",2,a",17500306.0,",2,a",23.1,"2,a,11,",,,,,75.6,"2,,a,28,",35.7,"2,a,06,",,,0.0,"2,a",402.4,"2,,,a",,,28.87,"2,a",33.08,"2,,,a",24.66,"2,,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5439,ASN00027074,2005-01,-10.7325,142.6,10.0,"ALBANY ISLAND, AS",,,,,18.0,",a",18.0,",a",6.0,",a",,,,,,,,,,,,,,,,,,,,,,,20050112.0,",,a",,,,,,,,,81.0,",,a,12,",,,,,,,407.7,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5440,ASN00027075,1750-03,-12.6167,142.0869,39.3,"SCHERGER RAAF, AS",,,300.8,"2,a",23.0,"2,a",17.0,"2,a",4.0,"2,a",,,,,0.0,"2,a",0.0,"2,a",0.0,"2,a",29.0,"2,a",15.0,"2,a",17500311.0,",2,a",,,,,,,17500311.0,",2,a",17500318.0,",2,a",23.9,"2,a,11,",,,,,40.2,"2,,a,11,",34.0,"2,a,18,",,,0.0,"2,a",266.8,"2,,,a",,,28.71,"2,a",32.13,"2,,,a",25.28,"2,,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5441,ASN00028000,1750-03,-15.5581,144.4453,95.0,"LAURA POST OFFICE, AS",,,,,18.0,"4,a",17.0,"4,a",4.0,"4,a",,,,,,,,,,,,,,,,,,,,,,,17500317.0,",4,a",,,,,,,,,48.5,"4,,a,17,",,,,,,,329.4,"2,a,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
