,STATION,DATE,LATITUDE,LONGITUDE,ELEVATION,NAME,DP01,DP01_ATTRIBUTES,DP10,DP10_ATTRIBUTES,DP1X,DP1X_ATTRIBUTES,DSNW,DSNW_ATTRIBUTES,DYSN,DYSN_ATTRIBUTES,DYXP,DYXP_ATTRIBUTES,EMSN,EMSN_ATTRIBUTES,EMXP,EMXP_ATTRIBUTES,PRCP,PRCP_ATTRIBUTES,SNOW,SNOW_ATTRIBUTES,CDSD,CDSD_ATTRIBUTES,CLDD,CLDD_ATTRIBUTES,DSND,DSND_ATTRIBUTES,DT00,DT00_ATTRIBUTES,DT32,DT32_ATTRIBUTES,DX32,DX32_ATTRIBUTES,DX70,DX70_ATTRIBUTES,DX90,DX90_ATTRIBUTES,DYNT,DYNT_ATTRIBUTES,DYSD,DYSD_ATTRIBUTES,DYXT,DYXT_ATTRIBUTES,EMNT,EMNT_ATTRIBUTES,EMSD,EMSD_ATTRIBUTES,EMXT,EMXT_ATTRIBUTES,HDSD,HDSD_ATTRIBUTES,HTDD,HTDD_ATTRIBUTES,TAVG,TAVG_ATTRIBUTES,TMAX,TMAX_ATTRIBUTES,TMIN,TMIN_ATTRIBUTES,WDFG,WDFG_ATTRIBUTES,WSFG,WSFG_ATTRIBUTES,DYFG,DYFG_ATTRIBUTES,DYTS,DYTS_ATTRIBUTES,DYHF,DYHF_ATTRIBUTES,AWND,AWND_ATTRIBUTES,WDF1,WDF1_ATTRIBUTES,WSF1,WSF1_ATTRIBUTES,WDF2,WDF2_ATTRIBUTES,WDF5,WDF5_ATTRIBUTES,WSF2,WSF2_ATTRIBUTES,WSF5,WSF5_ATTRIBUTES,ADPT,ADPT_ATTRIBUTES,ASLP,ASLP_ATTRIBUTES,ASTP,ASTP_ATTRIBUTES,AWBT,AWBT_ATTRIBUTES,EVAP,EVAP_ATTRIBUTES,MNPN,MNPN_ATTRIBUTES,MXPN,MXPN_ATTRIBUTES,PSUN,PSUN_ATTRIBUTES,RHAV,RHAV_ATTRIBUTES,RHMN,RHMN_ATTRIBUTES,RHMX,RHMX_ATTRIBUTES,TSUN,TSUN_ATTRIBUTES,WDFM,WDFM_ATTRIBUTES,WDMV,WDMV_ATTRIBUTES,WSFM,WSFM_ATTRIBUTES
5506,GME00131086,1998-10,54.2683,13.1444,2.0,"STRALSUND DEVIN, GM",19.0,",E",10.0,",E",0.0,",E",,,,,19981028.0,",,E",,,15.3,",,E,28,",100.1,",,,E",,,,,0.0,",E",0.0,",",0.0,",E",0.0,",E",0.0,",E",0.0,",E",0.0,",E",19981021.0,",,E",19981031.0,"+,,E",19981017.0,",,E",2.5,",E,21,",0.0,",,E,31,+",17.5,",E,17,",,,290.5,",E",8.96,",E",11.49,",,,E",6.43,",,,E",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5507,GME00131098,1999-05,51.0606,14.4281,290.0,"SOHLAND SPREE, GM",11.0,",E",8.0,",E",0.0,",E",,,,,19990512.0,",,E",,,9.4,",,E,12,",45.1,",,,E",,,,,0.6,",E",0.0,",",0.0,",E",3.0,",E",0.0,",E",9.0,",E",0.0,",E",19990517.0,",,E",19990531.0,"+,,E",19990530.0,",,E",-1.0,",E,17,",0.0,",,E,31,+",27.7,",E,30,",,,202.0,",E",11.84,",E",18.67,",,,E",5.01,",,,E",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5508,GME00131110,1951-01,51.5719,9.3131,240.0,"BORGENTREICH BUHNE, GM",11.0,",E",3.0,",E",0.0,",E",,,,,19510117.0,",,E",,,14.0,",,E,17,",39.2,",,,E",,,,,,,4.0,",",,,,,,,,,,,,,19510101.0,",,E",,,,,90.0,",,E,01,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5509,GME00131122,1999-02,53.6417,8.0828,8.0,"WANGERLAND HOOKSIEL, GM",23.0,",E",10.0,",E",0.0,",E",,,,,19990216.0,",,E",,,13.4,",,E,16,",76.8,",,,E",,,,,0.0,",E",3.0,",",0.0,",E",11.0,",E",2.0,",E",0.0,",E",0.0,",E",19990213.0,",,E",19990217.0,",,E",19990204.0,",,E",-9.9,",E,13,",80.0,",,E,17,",10.1,",E,04,",,,448.0,",E",2.33,",E",4.81,",,,E",-0.14,",,,E",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5510,GME00131134,1999-07,49.2256,10.6094,455.0,"WEIDENBACH WEIHERSCHNEIDBACH, GM",12.0,",E",8.0,",E",1.0,",E",,,,,19990713.0,",,E",,,33.2,",,E,13,",65.7,",,,E",,,,,25.7,",E",0.0,",",0.0,",E",0.0,",E",0.0,",E",24.0,",E",0.0,",E",19990717.0,",,E",19990731.0,"+,,E",19990704.0,",,E",8.1,",E,17,",0.0,",,E,31,+",31.5,",E,04,",27.6,E,27.6,",E",18.27,",E",23.86,",,,E",12.68,",,,E",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5511,GME00131146,1959-03,52.9553,7.3192,8.0,"DORPEN, GM",10.0,",E",4.0,",E",0.0,",E",,,,,19590325.0,",,E",,,9.1,",,E,25,",34.7,",,,E",,,,,0.0,",E",0.0,",",0.0,",E",9.0,",E",0.0,",E",0.0,",E",0.0,",E",19590314.0,",,E",19590331.0,"+,,E",19590303.0,",,E",-3.6,",E,14,",0.0,",,E,31,+",17.0,",E,03,",,,370.7,",E",6.37,",E",11.05,",,,E",1.7,",,,E",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5512,GME00131158,1999-11,54.1667,10.3539,26.0,"DORNICK, GM",,,,,,,,,,,,,,,,,,,,,,,0.0,",E",,,0.0,",E",9.0,",E",0.0,",E",0.0,",E",0.0,",E",19991115.0,",,E",,,19991102.0,",,E",-5.5,",E,15,",,,16.3,",E,02,",,,401.9,",E",4.94,",E",7.64,",,,E",2.24,",,,E",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5513,GME00131170,2000-02,52.0206,14.7269,40.0,"COSCHEN, GM",19.0,",E",7.0,",E",0.0,",E",,,,,20000209.0,",,E",,,8.6,",,E,09,",55.4,",,,E",,,,,0.0,",E",0.0,",",0.0,",E",11.0,",E",0.0,",E",0.0,",E",0.0,",E",20000222.0,",,E",20000223.0,",,E",20000228.0,",,E",-5.2,",E,22,",20.0,",,E,23,",15.2,",E,28,",,,415.0,",E",4.02,",E",7.38,",,,E",0.67,",,,E",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5514,GME00131182,1941-01,51.8742,6.8867,48.0,"BORKEN IN WESTFALEN, GM",9.0,",E",7.0,",E",0.0,",E",,,,,19410120.0,",,E",,,15.1,",,E,20,",40.1,",,,E",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5515,GME00131194,2000-04,48.7767,12.1756,404.0,"MALLERSDORF PFAFFENBERG, GM",8.0,",E",6.0,",E",0.0,",E",,,,,20000413.0,",,E",,,5.9,",,E,13,",28.9,",,,E",,,,,0.0,",E",0.0,",",0.0,",E",7.0,",E",0.0,",E",6.0,",E",0.0,",E",20000407.0,",,E",20000430.0,"+,,E",20000423.0,"+,,E",-3.7,",E,07,",0.0,",,E,30,+",26.0,",E,23,+",,,258.3,",E",9.72,",E",16.06,",,,E",3.39,",,,E",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5516,GME00131207,2001-08,53.5331,8.1667,6.0,"WILHELMSHAVEN FLUGPLATZ, GM",,,,,,,,,,,,,,,,,,,,,,,,,0.0,"3,",,,,,,,,,,,,,20010831.0,"+,3,E",,,,,0.0,"3,,E,31,+",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5517,GME00131218,2000-04,50.2,7.8656,268.0,"NASTATTEN, GM",10.0,",E",6.0,",E",0.0,",E",,,,,20000423.0,",,E",,,14.6,",,E,23,",40.4,",,,E",,,,,0.0,",E",0.0,",",0.0,",E",5.0,",E",0.0,",E",5.0,",E",0.0,",E",20000407.0,",,E",20000430.0,"+,,E",20000422.0,",,E",-2.5,",E,07,",0.0,",,E,30,+",25.6,",E,22,",,,240.4,",E",10.32,",E",15.99,",,,E",4.64,",,,E",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5518,GME00131230,2000-09,50.1594,12.0403,610.0,"SELB SPIELBERG, GM",10.0,",E",7.0,",E",0.0,",E",,,,,20000916.0,",,E",,,11.5,",,E,16,",48.3,",,,E",,,,,0.0,",E",0.0,",",0.0,",E",0.0,",E",0.0,",E",6.0,",E",0.0,",E",20000924.0,",,E",20000930.0,"+,,E",20000912.0,",,E",2.4,",E,24,",0.0,",,E,30,+",24.0,",E,12,",,,171.5,",E",12.62,",E",16.98,",,,E",8.25,",,,E",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5519,GME00131242,2000-12,51.8678,9.2719,258.0,"LUGDE PAENBRUCH, GM",,,,,,,,,,,,,,,,,,,,,,,0.0,"4,E",,,0.0,"4,E",14.0,"4,E",6.0,"4,E",0.0,"4,E",0.0,"4,E",20001222.0,",4,E",,,20001212.0,",4,E",-7.0,"4,E,22,",,,12.2,"4,E,12,",,,431.6,"4,E",2.35,"4,E",4.21,"4,,,E",0.48,"4,,,E",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5520,GME00131254,2000-08,54.2503,13.0431,16.0,"STEINHAGEN NEGAST, GM",13.0,",E",6.0,",E",0.0,",E",,,,,20000801.0,",,E",,,18.1,",,E,01,",50.5,",,,E",,,,,2.3,",E",0.0,",",0.0,",E",0.0,",E",0.0,",E",15.0,",E",0.0,",E",20000831.0,",,E",20000831.0,"+,,E",20000815.0,",,E",7.0,",E,31,",0.0,",,E,31,+",25.2,",E,15,",,,74.2,",E",16.01,",E",20.77,",,,E",11.25,",,,E",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5521,GME00131266,1941-01,53.5803,6.6728,12.0,"BORKUM SUDERSTRASSE, GM",7.0,",E",2.0,",E",0.0,",E",,,,,19410121.0,",,E",,,9.4,",,E,21,",18.8,",,,E",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5522,GME00131278,1975-07,48.8453,12.6183,339.0,"AITERHOFEN, GM",15.0,",E",9.0,",E",0.0,",E",,,,,19750722.0,",,E",,,7.4,",,E,22,",56.7,",,,E",,,,,36.4,",E",0.0,",",0.0,",E",0.0,",E",0.0,",E",23.0,",E",0.0,",E",19750727.0,",,E",19750731.0,"+,,E",19750710.0,",,E",6.5,",E,27,",0.0,",,E,31,+",32.0,",E,10,",27.7,E,27.7,",E",18.61,",E",24.29,",,,E",12.94,",,,E",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5523,GME00131290,2001-04,49.2417,6.935,190.0,"SAARBRUCKEN BURBACH, GM",22.0,",E",12.0,",E",0.0,",E",,,,,20010411.0,",,E",,,11.3,",,E,11,",91.4,",,,E",,,,,0.0,",E",0.0,",",0.0,",E",4.0,",E",0.0,",E",2.0,",E",0.0,",E",20010414.0,",,E",20010430.0,"+,,E",20010430.0,",,E",-2.7,",E,14,",0.0,",,E,30,+",22.5,",E,30,",,,282.4,",E",8.92,",E",13.1,",,,E",4.74,",,,E",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5524,GME00131302,2001-07,48.8778,11.1056,394.0,"DOLLNSTEIN BREITENFURT, GM",10.0,",E",3.0,",E",0.0,",E",,,,,20010715.0,",,E",,,13.0,",,E,15,",34.9,",,,E",,,,,24.8,",E",0.0,",",0.0,",E",0.0,",E",0.0,",E",20.0,",E",0.0,",E",20010719.0,",,E",20010731.0,"+,,E",20010728.0,",,E",7.2,",E,19,",0.0,",,E,31,+",30.9,",E,28,",51.3,,51.3,",E",17.48,",E",23.97,",,,E",10.98,",,,E",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5525,GME00131314,2003-01,47.6853,9.4417,459.0,"FRIEDRICHSHAFEN UNTERRADERACH, GM",14.0,"1,E",8.0,"1,E",0.0,"1,E",,,,,20030102.0,",1,E",,,11.8,"1,,E,02,",62.0,"1,,,E",,,0.0,E,0.0,"1,E",5.0,",",0.0,",E",20.0,",E",9.0,"1,E",0.0,"1,E",0.0,"1,E",20030112.0,",,E",20030114.0,",,E",20030102.0,",1,E",-11.2,",E,12,",90.0,",,E,14,",13.8,"1,E,02,",,,555.2,"1,E",-0.1,"1,E",2.31,"1,,,E",-2.51,",,,E",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5526,GME00131326,2004-06,49.0217,9.6042,523.0,"GROSSERLACH MANNENWEILER, GM",16.0,",E",7.0,",E",0.0,",E",,,,,20040611.0,",,E",,,9.9,",,E,11,",47.9,",,,E",,,,,16.8,",E",0.0,",",0.0,",E",0.0,",E",0.0,",E",11.0,",E",0.0,",E",20040619.0,",,E",20040630.0,"+,,E",20040609.0,",,E",7.3,",E,19,",0.0,",,E,30,+",29.0,",E,09,",,,93.1,",E",15.79,",E",20.46,",,,E",11.12,",,,E",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5527,GME00131338,2002-12,49.3333,9.705,385.0,"INGELFINGEN STACHENHAUSEN, GM",15.0,",E",9.0,",E",0.0,",E",,,,,20021222.0,",,E",,,13.7,",,E,22,",63.0,",,,E",,,,,0.0,",E",0.0,",",0.0,",E",15.0,",E",4.0,",E",0.0,",E",0.0,",E",20021211.0,",,E",20021231.0,"+,,E",20021230.0,",,E",-9.2,",E,11,",0.0,",,E,31,+",10.6,",E,30,",,,501.8,",E",2.15,",E",4.6,",,,E",-0.31,",,,E",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5528,GME00131350,2002-11,48.7706,9.875,413.0,"SCHWABISCH GMUND WEILER, GM",21.0,",E",19.0,",E",0.0,",E",,,,,20021111.0,",,E",,,12.8,",,E,11,",162.9,",,,E",,,,,0.0,",E",0.0,",",0.0,",E",1.0,",E",0.0,",E",0.0,",E",0.0,",E",20021107.0,",,E",20021130.0,"+,,E",20021101.0,",,E",-0.7,",E,07,",0.0,",,E,30,+",14.6,",E,01,",,,333.6,",E",7.21,",E",10.02,",,,E",4.4,",,,E",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5529,GME00131362,2004-02,47.7744,8.8228,445.0,"SINGEN, GM",8.0,",E",2.0,",E",0.0,",E",,,,,20040222.0,",,E",,,12.4,",,E,22,",26.5,",,,E",,,,,,,7.0,",",,,,,,,,,,,,,20040223.0,",,E",,,,,150.0,",,E,23,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5530,GME00131374,2004-06,51.4156,8.6506,457.0,"BRILON THULEN, GM",20.0,",E",7.0,",E",0.0,",E",,,,,20040609.0,",,E",,,10.7,",,E,09,",53.2,",,,E",,,,,3.9,",E",0.0,",",0.0,",E",0.0,",E",0.0,",E",7.0,",E",0.0,",E",20040620.0,",,E",20040630.0,"+,,E",20040609.0,",,E",4.2,",E,20,",0.0,",,E,30,+",26.6,",E,09,",,,139.5,",E",13.81,",E",18.32,",,,E",9.3,",,,E",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5531,GME00131386,2002-09,52.3625,12.3883,36.0,"WUSTERWITZ, GM",6.0,",E",2.0,",E",0.0,",E",,,,,20020922.0,",,E",,,22.5,",,E,22,",30.7,",,,E",,,,,,,0.0,",",,,,,,,,,,,,,20020930.0,"+,,E",,,,,0.0,",,E,30,+",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5532,GME00131398,2004-09,52.0317,10.9639,112.0,"PABSTORF, GM",11.0,",E",2.0,",E",0.0,",E",,,,,20040923.0,",,E",,,4.6,",,E,23,",20.9,",,,E",,,,,4.0,",E",0.0,",",0.0,",E",0.0,",E",0.0,",E",11.0,",E",0.0,",E",20040917.0,",,E",20040930.0,"+,,E",20040903.0,",,E",3.8,",E,17,",0.0,",,E,30,+",26.5,",E,03,",,,105.4,",E",14.95,",E",20.21,",,,E",9.69,",,,E",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5533,GME00131410,2004-10,50.8433,10.2528,283.0,"MOORGRUND GRAFEN NITZENDORF, GM",12.0,",E",1.0,",E",0.0,",E",,,,,20041020.0,",,E",,,8.2,",,E,20,",18.0,",,,E",,,,,0.0,",E",0.0,",",0.0,",E",2.0,",E",0.0,",E",1.0,",E",0.0,",E",20041012.0,",,E",20041031.0,"+,,E",20041005.0,",,E",-3.7,",E,12,",0.0,",,E,31,+",23.6,",E,05,",,,265.8,",E",9.76,",E",14.13,",,,E",5.39,",,,E",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5534,GME00131422,2004-06,52.5083,11.8564,36.0,"DEMKER, GM",15.0,",E",5.0,",E",0.0,",E",,,,,20040623.0,",,E",,,20.7,",,E,23,",77.9,",,,E",,,,,3.2,",E",0.0,",",0.0,",E",0.0,",E",0.0,",E",15.0,",E",0.0,",E",20040620.0,",,E",20040630.0,"+,,E",20040608.0,",,E",5.0,",E,20,",0.0,",,E,30,+",26.2,",E,08,",,,79.8,",E",15.78,",E",21.19,",,,E",10.37,",,,E",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5535,GME00131434,2003-12,48.6717,9.4633,325.0,"NOTZINGEN, GM",10.0,",E",4.0,",E",0.0,",E",,,,,20031214.0,",,E",,,5.4,",,E,14,",21.3,",,,E",,,,,,,2.0,",",,,,,,,,,,,,,20031223.0,",,E",,,,,40.0,",,E,23,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5536,GME00131446,2002-10,49.3542,11.5067,550.0,"PILSACH LITZLOHE, GM",22.0,",E",16.0,",E",0.0,",E",,,,,20021016.0,",,E",,,22.7,",,E,16,",147.5,",,,E",,,,,0.0,",E",0.0,",",0.0,",E",1.0,",E",0.0,",E",0.0,",E",0.0,",E",20021020.0,",,E",20021031.0,"+,,E",20021001.0,",,E",-0.7,",E,20,",0.0,",,E,31,+",16.7,",E,01,",,,331.1,",E",7.65,",E",10.67,",,,E",4.64,",,,E",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5537,GME00131458,2004-12,51.2078,10.4958,190.0,"MUHLHAUSEN GORMAR, GM",9.0,",E",1.0,",E",0.0,",E",,,,,20041217.0,",,E",,,7.3,",,E,17,",16.6,",,,E",,,,,0.0,",E",0.0,",",0.0,",E",23.0,",E",4.0,",E",0.0,",E",0.0,",E",20041221.0,",,E",20041223.0,",,E",20041225.0,",,E",-10.1,",E,21,",10.0,",,E,23,",9.3,",E,25,",,,555.3,",E",0.42,",E",3.13,",,,E",-2.29,",,,E",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5538,GME00131470,2004-08,54.1064,13.8258,1.0,"KARLSHAGEN, GM",12.0,",E",7.0,",E",0.0,",E",,,,,20040813.0,",,E",,,16.6,",,E,13,",61.8,",,,E",,,,,16.8,",E",0.0,",",0.0,",E",0.0,",E",0.0,",E",21.0,",E",0.0,",E",20040823.0,",,E",20040831.0,"+,,E",20040819.0,",,E",6.2,",E,23,",0.0,",,E,31,+",26.3,",E,19,",,,44.4,",E",17.44,",E",22.25,",,,E",12.63,",,,E",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5539,GME00131482,2003-06,49.5325,10.6431,362.0,"MARKT ERLBACH MOSBACH, GM",7.0,",E",7.0,",E",0.0,",E",,,,,20030630.0,",,E",,,12.8,",,E,30,",48.4,",,,E",,,,,,,0.0,",",,,,,,,,,,,,,20030630.0,"+,,E",,,,,0.0,",,E,30,+",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5540,GME00131494,1891-01,51.0517,13.3025,308.0,"NOSSEN, GM",16.0,",E",11.0,",E",0.0,",E",,,,,18910117.0,",,E",,,10.3,",,E,17,",66.8,",,,E",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5541,GME00131506,2005-11,50.0142,9.655,285.0,"LOHR MAIN HALSBACH, GM",13.0,",E",5.0,",E",0.0,",E",,,,,20051124.0,",,E",,,7.3,",,E,24,",33.4,",,,E",,,,,0.0,",E",6.0,",",0.0,",E",14.0,",E",0.0,",E",0.0,",E",0.0,",E",20051127.0,",,E",20051125.0,",,E",20051103.0,",,E",-6.6,",E,27,",100.0,",,E,25,",17.8,",E,03,",,,444.1,",E",3.53,",E",6.35,",,,E",0.71,",,,E",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5542,GME00131518,2004-08,51.7681,7.5203,59.0,"LUDINGHAUSEN BROCHTRUP, GM",18.0,",E",13.0,",E",0.0,",E",,,,,20040812.0,",,E",,,16.5,",,E,12,",100.7,",,,E",,,,,55.7,",E",0.0,",",0.0,",E",0.0,",E",0.0,",E",23.0,",E",1.0,",E",20040822.0,",,E",20040831.0,"+,,E",20040806.0,",,E",8.5,",E,22,",0.0,",,E,31,+",32.2,",E,06,",,,31.4,",E",19.12,",E",24.54,",,,E",13.69,",,,E",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5543,GME00131530,2004-12,50.3956,8.1442,168.0,"RUNKEL ENNERICH, GM",12.0,",E",3.0,",E",0.0,",E",,,,,20041217.0,",,E",,,9.5,",,E,17,",27.7,",,,E",,,,,0.0,",E",1.0,",",0.0,",E",22.0,",E",6.0,",E",0.0,",E",0.0,",E",20041221.0,",,E",20041229.0,",,E",20041225.0,",,E",-10.0,",E,21,",70.0,",,E,29,",9.9,",E,25,",,,545.9,",E",0.72,",E",3.06,",,,E",-1.61,",,,E",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5544,GME00131546,2005-02,48.2081,11.2044,530.0,"MAISACH GALGEN, GM",,,,,,,,,,,,,,,,,,,,,,,0.0,",E",25.0,",",1.0,",E",25.0,",E",16.0,",E",0.0,",E",0.0,",E",20050228.0,",,E",20050203.0,",,E",20050212.0,",,E",-21.4,",E,28,",310.0,",,E,03,",9.8,",E,12,",,,613.2,",E",-3.57,",E",0.32,",,,E",-7.46,",,,E",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5545,GME00131554,2005-03,50.0589,10.2983,304.0,"SCHONUNGEN MAINBERG, GM",8.0,",E",3.0,",E",0.0,",E",,,,,20050325.0,",,E",,,5.8,",,E,25,",16.8,",,,E",,,,,0.0,",E",3.0,",",0.0,",E",16.0,",E",5.0,",E",0.0,",E",0.0,",E",20050302.0,",,E",20050303.0,"+,,E",20050318.0,",,E",-15.3,",E,02,",30.0,",,E,03,+",18.7,",E,18,",,,443.3,",E",4.03,",E",8.15,",,,E",-0.08,",,,E",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5546,GME00131566,1966-01,53.3175,8.48,1.0,"BRAKE, GM",12.0,",E",6.0,",E",0.0,",E",,,,,19660101.0,",,E",,,8.9,",,E,01,",38.7,",,,E",,,0.0,E,0.0,",E",6.0,",",0.0,",E",24.0,",E",19.0,",E",0.0,",E",0.0,",E",19660121.0,",,E",19660127.0,"+,,E",19660101.0,",,E",-9.4,",E,21,",30.0,",,E,27,+",10.5,",E,01,",,,599.4,",E",-1.0,",E",1.07,",,,E",-3.08,",,,E",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5547,GME00131578,1993-11,53.2975,8.4539,0.0,"BRAKE SUDERFELD, GM",5.0,",E",2.0,",E",0.0,",E",,,,,19931114.0,",,E",,,10.6,",,E,14,",20.1,",,,E",,,,,0.0,",E",0.0,",",0.0,",E",16.0,",E",6.0,",E",0.0,",E",0.0,",E",19931123.0,",,E",19931130.0,"+,,E",19931111.0,",,E",-8.0,",E,23,",0.0,",,E,30,+",10.0,",E,11,",,,502.5,",E",1.58,",E",3.84,",,,E",-0.67,",,,E",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5548,GME00131590,1931-01,52.405,7.9731,58.0,"BRAMSCHE, GM",22.0,",E",12.0,",E",0.0,",E",,,,,19310116.0,",,E",,,17.5,",,E,16,",110.4,",,,E",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5549,GME00131602,1963-05,53.8567,9.7164,9.0,"BRANDE HORNERKIRCHEN, GM",14.0,",E",4.0,",E",0.0,",E",,,,,19630524.0,",,E",,,8.7,",,E,24,",37.4,",,,E",,,,,0.0,",E",0.0,",",0.0,",E",1.0,",E",0.0,",E",6.0,",E",0.0,",E",19630507.0,",,E",19630531.0,"+,,E",19630531.0,",,E",-1.0,",E,07,",0.0,",,E,31,+",23.7,",E,31,",,,210.3,",E",11.55,",E",16.43,",,,E",6.66,",,,E",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5550,GME00131614,1908-11,52.415,12.5517,35.0,"BRANDENBURG GORDEN, GM",9.0,",E",4.0,",E",0.0,",E",,,,,19081122.0,",,E",,,6.2,",,E,22,",23.4,",,,E",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
