,STATION,DATE,LATITUDE,LONGITUDE,ELEVATION,NAME,CDSD,CDSD_ATTRIBUTES,CLDD,CLDD_ATTRIBUTES,DP01,DP01_ATTRIBUTES,DP10,DP10_ATTRIBUTES,DP1X,DP1X_ATTRIBUTES,DSND,DSND_ATTRIBUTES,DT00,DT00_ATTRIBUTES,DT32,DT32_ATTRIBUTES,DX32,DX32_ATTRIBUTES,DX70,DX70_ATTRIBUTES,DX90,DX90_ATTRIBUTES,DYNT,DYNT_ATTRIBUTES,DYSD,DYSD_ATTRIBUTES,DYXP,DYXP_ATTRIBUTES,DYXT,DYXT_ATTRIBUTES,EMNT,EMNT_ATTRIBUTES,EMSD,EMSD_ATTRIBUTES,EMXP,EMXP_ATTRIBUTES,EMXT,EMXT_ATTRIBUTES,HDSD,HDSD_ATTRIBUTES,HTDD,HTDD_ATTRIBUTES,PRCP,PRCP_ATTRIBUTES,TAVG,TAVG_ATTRIBUTES,TMAX,TMAX_ATTRIBUTES,TMIN,TMIN_ATTRIBUTES,DSNW,DSNW_ATTRIBUTES,DYFG,DYFG_ATTRIBUTES,DYSN,DYSN_ATTRIBUTES,DYTS,DYTS_ATTRIBUTES,EMSN,EMSN_ATTRIBUTES,SNOW,SNOW_ATTRIBUTES,EVAP,EVAP_ATTRIBUTES,MNPN,MNPN_ATTRIBUTES,MXPN,MXPN_ATTRIBUTES,WDMV,WDMV_ATTRIBUTES,WDFG,WDFG_ATTRIBUTES,WSFG,WSFG_ATTRIBUTES,AWND,AWND_ATTRIBUTES,DYHF,DYHF_ATTRIBUTES,WDF2,WDF2_ATTRIBUTES,WSF2,WSF2_ATTRIBUTES,PSUN,PSUN_ATTRIBUTES,TSUN,TSUN_ATTRIBUTES,WDFM,WDFM_ATTRIBUTES,WSFM,WSFM_ATTRIBUTES,WDF1,WDF1_ATTRIBUTES,WSF1,WSF1_ATTRIBUTES,WDF5,WDF5_ATTRIBUTES,WSF5,WSF5_ATTRIBUTES,ADPT,ADPT_ATTRIBUTES,ASLP,ASLP_ATTRIBUTES,ASTP,ASTP_ATTRIBUTES,AWBT,AWBT_ATTRIBUTES,RHAV,RHAV_ATTRIBUTES,RHMN,RHMN_ATTRIBUTES,RHMX,RHMX_ATTRIBUTES
3368,MXN00015209,1975-11,19.4167,-99.2333,2573.7,"PRESA SAN JOAQUIN, MX",,,0.0,",m",0.0,",m",0.0,",m",0.0,",m",,,0.0,",m",3.0,",m",0.0,",m",8.0,",m",0.0,",m",19751116.0,"+,,m",,,19751130.0,"+,,m",19751130.0,"+,,m",0.0,",m,16,+",,,0.0,",,m,30,+",21.7,",m,30,+",,,191.9,",m",0.0,",,,m",11.94,",m",19.75,",,,m",4.12,",,,m",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3369,MXN00015210,1976-01,19.5167,-98.7167,2749.9,"SAN JUAN TOTOLAPAN, MX",,,,,0.0,",m",0.0,",m",0.0,",m",,,,,,,,,,,,,,,,,19760131.0,"+,,m",,,,,,,0.0,",,m,31,+",,,,,,,0.0,",,,m",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3370,MXN00015211,1976-02,19.2667,-99.6833,2694.7,"NUEVA OXTOTITLAN, MX",,,0.0,",m",1.0,",m",1.0,",m",0.0,",m",,,0.0,",m",13.0,",m",0.0,",m",3.0,",m",0.0,",m",19760227.0,"+,,m",,,19760201.0,",,m",19760221.0,",,m",-4.4,",m,27,+",,,3.8,",,m,01,",22.8,",m,21,",,,261.7,",m",3.8,",,,m",9.31,",m",18.82,",,,m",-0.2,",,,m",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3371,MXN00015212,1976-09,18.8667,-100.1667,1535.0,"EL CIRUELO, MX",,,,,13.0,"3,m",11.0,"3,m",3.0,"3,m",,,,,,,,,,,,,,,,,19760908.0,",3,m",,,,,,,37.8,"3,,m,08,",,,,,,,198.1,"3,,,m",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3372,MXN00015214,1976-09,18.85,-100.1,1779.7,"IXTAPAN DE LA PANOCHA, MX",,,163.4,"3,m",9.0,",m",5.0,",m",1.0,",m",,,0.0,"3,m",0.0,"3,m",0.0,",m",30.0,",m",0.0,",m",19760930.0,"+,3,m",,,19760901.0,",,m",19760930.0,"+,,m",20.6,"3,m,30,+",,,66.8,",,m,01,",28.9,",m,30,+",,,0.0,",m",87.2,",,,m",24.35,"3,m",27.85,",,,m",20.84,"3,,,m",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3373,MXN00015216,1976-09,19.7667,-98.7,2490.8,"NOPALTEPEC, MX",,,5.3,"1,m",14.0,",m",7.0,",m",1.0,",m",,,0.0,"1,m",0.0,"1,m",0.0,"1,m",27.0,"1,m",0.0,"1,m",19760905.0,",1,m",,,19760920.0,",,m",19760906.0,"+,1,m",7.8,"1,m,05,",,,64.0,",,m,20,",28.9,"1,m,06,+",,,20.0,"1,m",126.0,",,,m",17.83,"1,m",24.91,"1,,,m",10.74,"1,,,m",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3374,MXN00015217,1975-09,20.1333,-99.6,2604.8,"SAN JUAN ACAZUCHITLAN, MX",,,0.0,",m",3.0,",m",2.0,",m",0.0,",m",,,0.0,",m",0.0,",m",0.0,",m",5.0,",m",0.0,",m",19750928.0,"+,,m",,,19750909.0,"+,,m",19750927.0,",,m",1.7,",m,28,+",,,2.8,",,m,09,+",27.8,",m,27,",,,145.2,",m",7.1,",,,m",13.49,",m",19.58,",,,m",7.41,",,,m",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3375,MXN00015218,1976-09,18.5667,-100.3,645.0,"SAN PEDRO LIMON, MX",,,204.3,"2,m",16.0,",m",12.0,",m",1.0,",m",,,0.0,"1,m",0.0,"1,m",0.0,"2,m",28.0,"2,m",8.0,"2,m",19760910.0,",1,m",,,19760908.0,",,m",19760901.0,",2,m",16.7,"1,m,10,",,,25.4,",,m,08,",38.9,"2,m,01,",,,0.0,"2,m",178.4,",,,m",25.57,"2,m",31.34,"2,,,m",19.81,"1,,,m",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3376,MXN00015219,1975-04,19.1,-100.3667,1877.9,"PRESA PINZANES CFE, MX",,,256.3,",m",0.0,",m",0.0,",m",0.0,",m",,,0.0,",m",0.0,",m",0.0,",m",30.0,",m",30.0,",m",19750401.0,",,m",,,19750430.0,"+,,m",19750420.0,"+,,m",15.6,",m,01,",,,0.0,",,m,30,+",36.7,",m,20,+",,,0.0,",m",0.0,",,,m",26.88,",m",35.09,",,,m",18.66,",,,m",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3377,MXN00015222,1977-02,19.15,-99.3833,2939.8,"COAXAPA, MX",,,0.0,",m",1.0,",m",1.0,",m",0.0,",m",,,0.0,",m",1.0,",m",0.0,",m",0.0,",m",0.0,",m",19770224.0,",,m",,,19770221.0,",,m",19770210.0,",,m",0.0,",m,24,",,,5.8,",,m,21,",20.0,",m,10,",,,236.9,",m",5.8,",,,m",9.87,",m",17.65,",,,m",2.09,",,,m",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3378,MXN00015223,1977-01,18.9,-99.45,1503.9,"PUENTE CAPORAL, MX",18.0,m,18.0,",m",0.0,",m",0.0,",m",0.0,",m",,,0.0,",m",0.0,",m",0.0,",m",31.0,",m",0.0,",m",19770111.0,"+,,m",,,19770131.0,"+,,m",19770129.0,"+,,m",7.2,",m,11,+",,,0.0,",,m,31,+",30.0,",m,29,+",,,10.3,",m",0.0,",,,m",18.58,",m",27.16,",,,m",10.0,",,,m",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3379,MXN00015225,1976-09,19.95,-99.5167,2500.0,"JILOTEPEC, MX",,,17.9,",m",14.0,",m",13.0,",m",3.0,",m",,,0.0,",m",0.0,",m",0.0,",m",24.0,",m",0.0,",m",19760907.0,",,m",,,19760929.0,",,m",19760928.0,"+,,m",11.1,",m,07,",,,67.6,",,m,29,",25.0,",m,28,+",,,10.2,",m",242.6,",,,m",18.59,",m",23.16,",,,m",14.02,",,,m",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3380,MXN00015227,1977-10,19.65,-100.1333,2694.7,"CONCEPCION DEL MONTE, MX",,,,,5.0,"2,m",1.0,"2,m",0.0,"2,m",,,,,,,,,,,,,,,,,19771031.0,",2,m",,,,,,,6.4,"2,,m,31,",,,,,,,12.8,"2,,,m",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3381,MXN00015228,1977-10,19.0833,-99.4,2779.8,"LA LAGUNILLA, MX",,,0.0,",m",12.0,",m",9.0,",m",0.0,",m",,,0.0,",m",0.0,",m",0.0,",m",0.0,",m",0.0,",m",19771016.0,"+,,m",,,19771025.0,",,m",19771011.0,"+,,m",1.7,",m,16,+",,,22.1,",,m,25,",20.6,",m,11,+",,,207.2,",m",73.3,",,,m",11.65,",m",18.26,",,,m",5.03,",,,m",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3382,MXN00015229,1977-10,19.1667,-99.8,3431.7,"LOMA ALTA, MX",,,0.0,",m",13.0,",m",7.0,",m",0.0,",m",,,0.0,",m",0.0,",m",0.0,",m",0.0,",m",0.0,",m",19771016.0,",,m",,,19771003.0,",,m",19771012.0,",,m",1.1,",m,16,",,,11.4,",,m,03,",16.1,",m,12,",,,291.7,",m",55.7,",,,m",8.92,",m",12.91,",,,m",4.94,",,,m",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3383,MXN00015230,1977-11,19.65,-100.2167,3079.7,"PALO AMARILLO, MX",,,0.0,",m",3.0,",m",2.0,",m",0.0,",m",,,0.0,",m",3.0,",m",0.0,",m",0.0,",m",0.0,",m",19771112.0,",,m",,,19771122.0,",,m",19771110.0,"+,,m",-2.2,",m,12,",,,10.9,",,m,22,",18.9,",m,10,+",,,288.1,",m",17.7,",,,m",8.73,",m",14.37,",,,m",3.09,",,,m",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3384,MXN00015231,1977-09,19.5167,-99.45,3289.7,"PRESA ITURBIDE, MX",,,,,25.0,",m",21.0,",m",3.0,",m",,,,,,,,,,,,,,,,,19770909.0,",,m",,,,,,,39.9,",,m,09,",,,,,,,265.0,",,,m",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3385,MXN00015232,1977-08,19.1,-99.4,2749.9,"SAN BARTOLO DEL PROGRESO, MX",,,0.0,",m",23.0,",m",16.0,",m",1.0,",m",,,0.0,",m",0.0,",m",0.0,",m",2.0,",m",0.0,",m",19770824.0,"+,,m",,,19770810.0,",,m",19770803.0,",,m",2.8,",m,24,+",,,25.4,",,m,10,",22.8,",m,03,",189.5,,190.5,",m",191.7,",,,m",12.19,",m",19.66,",,,m",4.71,",,,m",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3386,MXN00015233,1977-11,19.5833,-99.9333,2909.9,"SAN NICOLAS MAVATI, MX",,,0.0,",m",4.0,",m",3.0,",m",0.0,",m",,,0.0,",m",0.0,",m",0.0,",m",5.0,",m",0.0,",m",19771114.0,",,m",,,19771110.0,",,m",19771121.0,"+,,m",2.8,",m,14,",,,6.9,",,m,10,",22.8,",m,21,+",,,163.6,",m",14.8,",,,m",12.88,",m",19.27,",,,m",6.49,",,,m",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3387,MXN00015235,1977-10,18.7167,-99.9333,1736.8,"SAN MIGUEL TOTOLMOLOYA, MX",,,68.9,",m",5.0,",m",3.0,",m",0.0,",m",,,0.0,",m",0.0,",m",0.0,",m",31.0,",m",0.0,",m",19771021.0,",,m",,,19771010.0,",,m",19771001.0,",,m",8.9,",m,21,",,,7.9,",,m,10,",29.4,",m,01,",,,0.5,",m",17.3,",,,m",20.54,",m",27.7,",,,m",13.38,",,,m",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3388,MXN00015236,1977-12,19.4833,-99.8333,2705.7,"OCOYOTEPEC, MX",,,0.0,",m",1.0,",m",1.0,",m",0.0,",m",,,0.0,",m",0.0,",m",0.0,",m",3.0,",m",0.0,",m",19771223.0,"+,,m",,,19771212.0,",,m",19771228.0,",,m",1.1,",m,23,+",,,6.9,",,m,12,",21.7,",m,28,",,,222.9,",m",6.9,",,,m",11.14,",m",17.9,",,,m",4.38,",,,m",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3389,MXN00015237,1977-12,19.05,-99.9333,2319.8,"TEQUESQUIPAN, MX",,,,,3.0,",m",2.0,",m",0.0,",m",,,0.0,",",0.0,",m",,,,,,,19771228.0,"+,,m",,,19771211.0,",,m",,,2.8,",m,28,+",,,7.9,",,m,11,",,,,,,,13.3,",,,m",,,,,4.17,",,,m",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3390,MXN00015238,1978-10,19.5,-99.7167,2617.9,"SANTA MARIA DEL LLANO, MX",,,,,14.0,",m",9.0,",m",1.0,",m",,,,,,,,,,,,,,,,,19781027.0,",,m",,,,,,,33.3,",,m,27,",,,,,,,109.0,",,,m",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3391,MXN00015239,1976-12,19.75,-99.6333,2831.0,"SAN ANTONIO TROJES, MX",,,,,0.0,",m",0.0,",m",0.0,",m",,,,,,,,,,,,,,,,,19761231.0,"+,,m",,,,,,,0.0,",,m,31,+",,,,,,,0.0,",,,m",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3392,MXN00015240,1978-02,19.1167,-99.6167,2746.9,"SAN FRANCISCO PUTLA, MX",,,0.0,",m",3.0,"1,m",3.0,"1,m",0.0,"1,m",,,0.0,",m",5.0,",m",0.0,",m",0.0,",m",0.0,",m",19780210.0,"+,,m",,,19780222.0,",1,m",19780226.0,",,m",0.0,",m,10,+",,,10.4,"1,,m,22,",20.0,",m,26,",,,258.0,",m",18.5,"1,,,m",9.12,",m",15.75,",,,m",2.49,",,,m",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3393,MXN00015241,1978-12,19.0333,-100.1667,1722.7,"SAN PEDRO TENAYAC, MX",,,12.3,"1,m",4.0,",m",2.0,",m",0.0,",m",,,0.0,",m",0.0,",m",0.0,"1,m",24.0,"1,m",0.0,"1,m",19781207.0,",,m",,,19781203.0,",,m",19781203.0,",1,m",3.9,",m,07,",,,4.8,",,m,03,",31.7,"1,m,03,",,,64.1,"1,m",11.2,",,,m",16.65,"1,m",22.88,"1,,,m",10.42,",,,m",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3394,MXN00015242,1977-12,19.2333,-99.3833,2970.0,"SAN PEDRO ATLAPULCO, MX",,,0.0,",m",5.0,",m",2.0,",m",0.0,",m",,,0.0,",m",2.0,",m",0.0,",m",0.0,",m",0.0,",m",19771223.0,"+,,m",,,19771212.0,",,m",19771227.0,",,m",0.0,",m,23,+",,,5.8,",,m,12,",18.9,",m,27,",,,277.9,",m",12.0,",,,m",9.37,",m",15.77,",,,m",2.97,",,,m",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3395,MXN00015243,1978-09,19.9,-100.0667,2443.9,"PRESA JUANACATLAN, MX",,,,,5.0,",m",1.0,",m",0.0,",m",,,,,,,,,,,,,,,,,19780929.0,",,m",,,,,,,4.8,",,m,29,",,,,,,,10.0,",,,m",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3396,MXN00015244,1978-01,20.0167,-99.9167,2839.8,"MUYTEJE, MX",0.0,m,0.0,",m",1.0,",m",1.0,",m",0.0,",m",,,0.0,",m",0.0,",m",0.0,",m",0.0,",m",0.0,",m",19780111.0,"+,,m",,,19780109.0,",,m",19780131.0,"+,,m",1.7,",m,11,+",,,10.9,",,m,09,",18.9,",m,31,+",,,264.0,",m",10.9,",,,m",9.82,",m",15.26,",,,m",4.37,",,,m",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3397,MXN00015245,1977-10,19.7833,-99.9833,2619.8,"LA JORDANA, MX",,,0.0,",m",9.0,",m",2.0,",m",0.0,",m",,,0.0,",m",0.0,",m",0.0,",m",5.0,",m",0.0,",m",19771017.0,",,m",,,19771023.0,",,m",19771010.0,",,m",1.7,",m,17,",,,15.0,",,m,23,",23.9,",m,10,",,,166.3,",m",28.6,",,,m",12.97,",m",19.3,",,,m",6.64,",,,m",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3398,MXN00015246,1978-01,19.5333,-99.3833,2749.9,"JILOTZINGO, MX",0.0,m,0.0,",m",1.0,",m",1.0,",m",0.0,",m",,,0.0,",m",0.0,",m",0.0,",m",0.0,",m",0.0,",m",19780110.0,",,m",,,19780109.0,",,m",19780131.0,"+,,m",2.2,",m,10,",,,8.9,",,m,09,",20.0,",m,31,+",,,203.8,",m",8.9,",,,m",11.76,",m",17.87,",,,m",5.65,",,,m",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3399,MXN00015247,1977-11,19.6333,-100.0333,2609.7,"LA CIENEGA, MX",,,0.0,",m",4.0,",m",3.0,",m",0.0,",m",,,0.0,",m",6.0,",m",0.0,",m",2.0,",m",0.0,",m",19771128.0,"+,,m",,,19771122.0,",,m",19771104.0,",,m",0.0,",m,28,+",,,7.9,",,m,22,",22.8,",m,04,",,,229.6,",m",18.9,",,,m",10.68,",m",17.48,",,,m",3.88,",,,m",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3400,MXN00015248,1978-08,18.75,-99.6167,1583.7,"COATEPEQUITO, MX",,,86.4,"1,m",15.0,",m",13.0,",m",2.0,",m",,,0.0,",m",0.0,",m",0.0,"1,m",30.0,"1,m",0.0,"1,m",19780803.0,",,m",,,19780808.0,",,m",19780828.0,",1,m",10.0,",m,03,",,,41.9,",,m,08,",31.1,"1,m,28,",,,0.5,"1,m",178.7,",,,m",21.2,"1,m",28.58,"1,,,m",13.83,",,,m",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3401,MXN00015251,1978-01,19.7833,-99.8667,2573.7,"ATLACOMULCO II DGE, MX",0.0,m,0.0,"4,m",1.0,",m",1.0,",m",0.0,",m",,,0.0,"4,m",25.0,"4,m",0.0,"4,m",6.0,"4,m",0.0,"4,m",19780115.0,",4,m",,,19780109.0,",,m",19780131.0,",4,m",-4.4,"4,m,15,",,,11.9,",,m,09,",23.9,"4,m,31,",,,265.2,"4,m",11.9,",,,m",8.51,"4,m",18.51,"4,,,m",-1.49,"4,,,m",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3402,MXN00015252,1978-07,19.0167,-98.7667,2349.7,"ATLAUTLA E 9, MX",,,,,16.0,",m",14.0,",m",2.0,",m",,,,,,,,,,,,,,,,,19780716.0,",,m",,,,,,,53.8,",,m,16,",,,,,,,226.5,",,,m",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3403,MXN00015253,1970-01,18.85,-99.8833,1980.0,"ALMOLOYA DE ALQUISIRAS E 14, MX",,,,,1.0,",m",0.0,",m",0.0,",m",,,,,,,,,,,,,,,,,19700123.0,",,m",,,,,,,1.8,",,m,23,",,,,,,,1.8,",,,m",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3404,MXN00015254,1978-05,18.9833,-99.75,2500.0,"EL MOLINO E 16, MX",,,,,10.0,",m",5.0,",m",0.0,",m",,,,,,,,,,,,,,,,,19780530.0,",,m",,,,,,,19.8,",,m,30,",,,,,,,53.2,",,,m",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3405,MXN00015255,1978-07,18.9167,-99.8,2248.8,"IXTLAHUACA VILLADA E 30, MX",,,0.3,",m",20.0,",m",17.0,",m",1.0,",m",,,0.0,",m",0.0,",m",0.0,",m",21.0,",m",0.0,",m",19780708.0,",,m",,,19780723.0,",,m",19780709.0,",,m",8.9,",m,08,",,,31.8,",,m,23,",23.9,",m,09,",53.1,,53.1,",m",172.9,",,,m",16.63,",m",21.26,",,,m",11.99,",,,m",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3406,MXN00015256,1978-09,18.9833,-99.4167,2309.8,"OCUILAN E 23, MX",,,,,24.0,",m",19.0,",m",2.0,",m",,,,,,,,,,,,,,,,,19780923.0,",,m",,,,,,,33.8,",,m,23,",,,,,,,235.6,",,,m",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3407,MXN00015259,1978-10,18.9833,-99.85,2849.9,"AGUA BENDITA, MX",,,0.0,"1,m",13.0,"1,m",12.0,"1,m",0.0,"1,m",,,0.0,"1,m",0.0,"1,m",0.0,"1,m",0.0,"1,m",0.0,"1,m",19781027.0,"+,1,m",,,19781009.0,",1,m",19781013.0,",1,m",3.9,"1,m,27,+",,,19.8,"1,,m,09,",17.8,"1,m,13,",,,219.1,"1,m",87.1,"1,,,m",11.03,"1,m",14.85,"1,,,m",7.2,"1,,,m",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3408,MXN00015260,1979-02,20.0833,-99.9,2736.8,"SAN LUCAS TOTOLMALOYA, MX",,,0.0,",m",4.0,",m",3.0,",m",0.0,",m",,,0.0,",m",5.0,",m",0.0,",m",3.0,",m",0.0,",m",19790205.0,"+,,m",,,19790211.0,",,m",19790224.0,"+,,m",-1.1,",m,05,+",,,16.0,",,m,11,",21.7,",m,24,+",,,218.6,",m",35.5,",,,m",10.53,",m",17.72,",,,m",3.33,",,,m",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3409,MXN00015261,1978-09,20.0167,-99.8667,2649.9,"EL JAZMIN, MX",,,,,7.0,",m",7.0,",m",2.0,",m",,,0.0,"1,m",7.0,"1,m",,,,,,,19780929.0,"+,1,m",,,19780926.0,",,m",,,0.0,"1,m,29,+",,,31.8,",,m,26,",,,,,,,129.8,",,,m",,,,,3.13,"1,,,m",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3410,MXN00015262,1980-08,19.2667,-99.6667,2685.9,"ESCUELA SEC. 8 MANUEL BERNAL, MX",,,0.0,",m",25.0,",m",20.0,",m",1.0,",m",,,0.0,",m",0.0,",m",0.0,",m",1.0,",m",0.0,",m",19800820.0,",,m",,,19800807.0,",,m",19800805.0,",,m",4.4,",m,20,",,,29.7,",,m,07,",21.7,",m,05,",,,141.0,",m",220.2,",,,m",13.79,",m",19.51,",,,m",8.06,",,,m",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3411,MXN00015263,1983-06,19.6333,-98.9,2254.9,"ACOLMAN, MX",,,21.5,",m",9.0,",m",6.0,",m",0.0,",m",,,0.0,",m",0.0,",m",0.0,",m",29.0,",m",0.0,",m",19830628.0,"+,,m",,,19830623.0,",,m",19830605.0,",,m",5.6,",m,28,+",,,9.1,",,m,23,",30.6,",m,05,",,,10.3,",m",37.6,",,,m",18.71,",m",27.28,",,,m",10.13,",,,m",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3412,MXN00015264,1980-12,19.6,-99.6667,2575.9,"BUENOS AIRES, MX",,,0.0,",m",0.0,",m",0.0,",m",0.0,",m",,,0.0,",m",13.0,",m",0.0,",m",13.0,",m",0.0,",m",19801219.0,",,m",,,19801231.0,"+,,m",19801217.0,",,m",-7.2,",m,19,",,,0.0,",,m,31,+",23.9,",m,17,",,,217.6,",m",0.0,",,,m",11.31,",m",21.05,",,,m",1.57,",,,m",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3413,MXN00015265,1981-01,19.3833,-100.0667,2540.8,"CAMPAMENTO LOS BERROS, MX",0.0,m,0.0,",m",6.0,",m",4.0,",m",1.0,",m",,,0.0,",m",21.0,",m",0.0,",m",2.0,",m",0.0,",m",19810126.0,"+,,m",,,19810118.0,",,m",19810131.0,"+,,m",-4.4,",m,26,+",,,28.4,",,m,18,",21.1,",m,31,+",,,322.6,",m",56.6,",,,m",7.93,",m",15.91,",,,m",-0.05,",,,m",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3414,MXN00015266,1980-07,19.2333,-99.5667,2761.8,"CODAGEM, MX",,,0.0,",m",18.0,",m",13.0,",m",0.0,",m",,,0.0,",m",0.0,",m",0.0,",m",23.0,",m",0.0,",m",19800712.0,"+,,m",,,19800709.0,",,m",19800705.0,",,m",2.8,",m,12,+",,,20.8,",,m,09,",25.0,",m,05,",123.0,,123.0,",m",132.1,",,,m",14.37,",m",21.89,",,,m",6.84,",,,m",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
